image_id,sidewall_image_id,tread_1,tread_2,tread_3,tread_4,tread_average,brand,tire_model,tire_size,condition,condition_id,wear_pattern,wear_class_6,health_score,health_norm,remaining_life_km,remaining_life_norm,remaining_life_pred,replacement_urgency,risk_score,risk_level,replace_recommended,manufacture_week,manufacture_year,ocr_confidence,tube_type,image_path,front_image_path,sidewall_image_path,dataset_front_path,dataset_sidewall_path,has_image,has_sidewall_image,feature_tread_spread,feature_center_edge_gap
IMG_7900[1] - Viren Viren.JPG,IMG_7901[1] - Viren Viren.JPG,2.08,2.4,2.33,2.05,2.215,Goodyear,Excellence,215/60 R16,moderate,1,even,3,5.03,0.503,7687.0,0.0960875,9.609374999999996,Immediate,30,MODERATE,True,17.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7900[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7900[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_7901[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7900[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7901[1] - Viren Viren.JPG,True,True,0.03,0.3
IMG_7903[1] - Viren Viren.JPG,IMG_7904[1] - Viren Viren.JPG,1.26,1.24,1.25,1.25,1.25,MRF,ZVTS,185/65 R14,replace,2,critical_wear,5,1.6,0.16,0.0,0.0,0.0,Immediate,100,CRITICAL,True,35.0,2017.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7903[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7903[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7904[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7903[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7904[1] - Viren Viren.JPG,True,True,0.01,-0.01
IMG_7906[1] - Viren Viren.JPG,IMG_7907[1] - Viren Viren.JPG,1.14,1.35,1.245,1.245,1.245,MRF,ZVTS,185/65 R14,replace,2,critical_wear,5,1.6,0.16,0.0,0.0,0.0,Immediate,100,CRITICAL,True,42.0,2017.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7906[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7906[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7907[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7906[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7907[1] - Viren Viren.JPG,True,True,0.105,0.105
IMG_7909[1] - Viren Viren.JPG,IMG_7910[1] - Viren Viren.JPG,0.99,1.11,1.05,1.05,1.05,MRF,ZVTS,185/65 R14,replace,2,critical_wear,5,1.49,0.149,0.0,0.0,0.0,Immediate,100,CRITICAL,True,42.0,2017.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7909[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7909[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7910[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7909[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7910[1] - Viren Viren.JPG,True,True,0.06,0.06
IMG_7912[1] - Viren Viren.JPG,IMG_7913[1] - Viren Viren.JPG,1.59,1.69,1.6400000000000001,1.64,1.64,MRF,ZVTS,185/65 R14,moderate,1,even,3,4.21,0.421,500.0,0.00625,0.6249999999999971,Immediate,50,MODERATE,True,42.0,2017.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7912[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7912[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7913[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7912[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7913[1] - Viren Viren.JPG,True,True,0.05,0.05
IMG_7915[1] - Viren Viren.JPG,IMG_7916[1] - Viren Viren.JPG,1.58,1.72,1.36,1.5533333333333335,1.5533333333333335,Bridgestone,ecopia ep150,155/65 R14,replace,2,critical_wear,5,1.77,0.177,0.0,0.0,0.0,Immediate,100,CRITICAL,True,14.0,2017.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7915[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7915[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7916[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7915[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7916[1] - Viren Viren.JPG,True,True,0.026666667,-0.026666667
IMG_7918[1] - Viren Viren.JPG,IMG_7919[1] - Viren Viren.JPG,1.76,2.09,2.0,1.95,1.95,Apollo,AMAZER 3G,155/65 R14,moderate,1,even,3,4.38,0.438,4375.0,0.0546875,5.468749999999998,Immediate,50,MODERATE,True,45.0,2013.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7918[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7918[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7919[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7918[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7919[1] - Viren Viren.JPG,True,True,0.19,0.19
IMG_7921[1] - Viren Viren.JPG,IMG_7922[1] - Viren Viren.JPG,1.63,1.51,1.63,1.5899999999999999,1.5899999999999999,Bridgestone,ECOPIA,155/65 R14,replace,2,critical_wear,5,1.99,0.199,0.0,0.0,0.0,Immediate,85,CRITICAL,True,,,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7921[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7921[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7922[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7921[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7922[1] - Viren Viren.JPG,True,True,0.04,-0.04
IMG_7924[1] - Viren Viren.JPG,IMG_7925[1] - Viren Viren.JPG,1.79,1.91,1.78,1.8266666666666669,1.8266666666666669,Bridgestone,ECOPIA,155/65 R14,moderate,1,even,3,4.79,0.479,2833.0,0.0354125,3.5416666666666687,Immediate,30,MODERATE,True,,,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7924[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7924[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7925[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7924[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7925[1] - Viren Viren.JPG,True,True,0.036666665,0.036666665
IMG_7927[1] - Viren Viren.JPG,IMG_7928[1] - Viren Viren.JPG,2.93,2.95,2.39,2.7566666666666673,2.7566666666666673,Bridgestone,TURANZA,175/65 R15,moderate,1,uneven_wear,2,4.57,0.457,14458.0,0.180725,18.072916666666675,Immediate,50,MODERATE,True,17.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7927[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7927[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7928[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7927[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7928[1] - Viren Viren.JPG,True,True,0.17333333,-0.17333333
IMG_7930[1] - Viren Viren.JPG,IMG_7931[1] - Viren Viren.JPG,3.2,3.41,2.91,3.1733333333333333,3.1733333333333333,Bridgestone,TURANZA,175/65 R15,moderate,1,uneven_wear,2,4.83,0.483,19667.0,0.2458375,24.583333333333332,High,20,LOW,True,17.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7930[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7930[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7931[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7930[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7931[1] - Viren Viren.JPG,True,True,0.026666667,-0.026666667
IMG_7933[1] - Viren Viren.JPG,IMG_7934[1] - Viren Viren.JPG,1.96,2.28,1.9,2.046666666666667,2.046666666666667,Bridgestone,TURANZA,175/65 R15,moderate,1,even,3,4.93,0.493,5583.0,0.0697875,6.979166666666668,Immediate,30,MODERATE,True,17.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7933[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7933[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7934[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7933[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7934[1] - Viren Viren.JPG,True,True,0.086666666,0.086666666
IMG_7936[1] - Viren Viren.JPG,IMG_7937[1] - Viren Viren.JPG,2.75,2.95,2.7,2.8000000000000003,2.8000000000000003,Bridgestone,STURDO,175/65 R15,moderate,1,even,3,5.4,0.54,15000.0,0.1875,18.750000000000004,Immediate,30,MODERATE,True,49.0,2022.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7936[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7936[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7937[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7936[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7937[1] - Viren Viren.JPG,True,True,0.05,0.05
IMG_7939[1] - Viren Viren.JPG,IMG_7940[1] - Viren Viren.JPG,2.36,2.95,2.31,2.5400000000000005,2.5400000000000005,Bridgestone,ecopia ep150,165/80 R14,moderate,1,uneven_wear,2,4.44,0.444,11750.0,0.146875,14.687500000000005,Immediate,50,MODERATE,True,11.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7939[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7939[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7940[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7939[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7940[1] - Viren Viren.JPG,True,True,0.18,0.18
IMG_7942[1] - Viren Viren.JPG,IMG_7943[1] - Viren Viren.JPG,2.33,2.34,2.5,2.39,2.39,Bridgestone,ecopia ep150,165/80 R14,moderate,1,even,3,5.14,0.514,9875.0,0.1234375,12.34375,Immediate,30,MODERATE,True,11.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7942[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7942[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7943[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7942[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7943[1] - Viren Viren.JPG,True,True,0.06,0.06
IMG_7945[1] - Viren Viren.JPG,IMG_7946[1] - Viren Viren.JPG,2.33,2.41,2.34,2.36,2.36,Bridgestone,ecopia ep150,165/80 R14,moderate,1,even,3,5.12,0.512,9500.0,0.11875,11.874999999999996,Immediate,30,MODERATE,True,11.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7945[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7945[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7946[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7945[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7946[1] - Viren Viren.JPG,True,True,0.03,0.03
IMG_7948[1] - Viren Viren.JPG,IMG_7949[1] - Viren Viren.JPG,2.53,2.59,2.43,2.516666666666666,2.516666666666666,Bridgestone,ecopia ep150,165/80 R14,moderate,1,even,3,5.22,0.522,11458.0,0.143225,14.322916666666657,Immediate,30,MODERATE,True,11.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7948[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7948[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7949[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7948[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7949[1] - Viren Viren.JPG,True,True,0.013333334,-0.013333334
IMG_7951[1] - Viren Viren.JPG,IMG_7952[1] - Viren Viren.JPG,1.1,1.46,1.38,1.3133333333333332,1.3133333333333332,Apollo,Alnac,155/70 R13,replace,2,critical_wear,5,1.64,0.164,0.0,0.0,0.0,Immediate,100,CRITICAL,True,2.0,2018.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7951[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7951[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7952[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7951[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7952[1] - Viren Viren.JPG,True,True,0.21333334,0.21333334
IMG_7954[1] - Viren Viren.JPG,IMG_7955[1] - Viren Viren.JPG,1.02,1.31,1.0,1.11,1.11,Apollo,Alnac,155/70 R13,replace,2,critical_wear,5,1.52,0.152,0.0,0.0,0.0,Immediate,100,CRITICAL,True,6.0,2018.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7954[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7954[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7955[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7954[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7955[1] - Viren Viren.JPG,True,True,0.09,0.09
IMG_7957[1] - Viren Viren.JPG,IMG_7958[1] - Viren Viren.JPG,2.59,2.72,2.39,2.566666666666667,2.566666666666667,Apollo,AMAZER 4G,155/70 R13,moderate,1,even,3,5.25,0.525,12083.0,0.1510375,15.104166666666668,Immediate,30,MODERATE,True,23.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7957[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7957[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7958[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7957[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7958[1] - Viren Viren.JPG,True,True,0.023333333,-0.023333333
IMG_7960[1] - Viren Viren.JPG,IMG_7961[1] - Viren Viren.JPG,2.45,3.34,2.2,2.6633333333333336,2.6633333333333336,Apollo,AMAZER 4G,155/70 R13,moderate,1,uneven_wear,2,4.51,0.451,13292.0,0.16615,16.614583333333336,Immediate,50,MODERATE,True,12.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7960[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7960[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7961[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7960[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7961[1] - Viren Viren.JPG,True,True,0.21333334,0.21333334
IMG_8169[1] - Viren Viren.JPG,IMG_8168[1] - Viren Viren.JPG,3.34,3.48,3.48,3.48,3.4450000000000003,MRF,WANDERER,215/60 R16,moderate,1,even,3,5.8,0.58,23062.0,0.288275,28.828125,High,0,LOW,True,50.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8169[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8169[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8168[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8169[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8168[1] - Viren Viren.JPG,True,True,0.14,0.07
IMG_8172[1] - Viren Viren.JPG,IMG_8171[1] - Viren Viren.JPG,3.36,3.64,3.51,3.33,3.46,MRF,WANDERER,215/60 R16,moderate,1,even,3,5.81,0.581,23250.0,0.290625,29.062499999999996,High,0,LOW,True,50.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8172[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8172[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8171[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8172[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8171[1] - Viren Viren.JPG,True,True,0.03,0.23
IMG_8175[1] - Viren Viren.JPG,IMG_8174[1] - Viren Viren.JPG,3.51,3.5,3.61,3.41,3.5075,MRF,WANDERER,215/60 R16,moderate,1,even,3,5.84,0.584,23844.0,0.29805,29.804687499999993,High,0,LOW,True,50.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8175[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8175[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8174[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8175[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8174[1] - Viren Viren.JPG,True,True,0.1,0.095
IMG_8178[1] - Viren Viren.JPG,IMG_8177[1] - Viren Viren.JPG,1.92,2.34,2.43,1.83,2.13,Apollo,APTERRA CROSS,215/60 R17,moderate,1,center_wear,0,4.58,0.458,6625.0,0.0828125,8.281249999999996,Immediate,30,MODERATE,True,25.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8178[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8178[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8177[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8178[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8177[1] - Viren Viren.JPG,True,True,0.09,0.51
