image_id,health_score,remaining_life_km,remaining_life_pred,risk_score,risk_level,replacement_urgency,replace_recommended
IMG_8787 - Viren Viren.JPG,7.92,60333.0,75.41666666666666,20,LOW,Low,False
IMG_8790 - Viren Viren.JPG,7.74,48750.0,60.9375,0,LOW,Medium,False
IMG_8793 - Viren Viren.JPG,7.73,48594.0,60.742187499999986,0,LOW,Medium,False
IMG_8796 - Viren Viren.JPG,4.72,9417.0,11.770833333333334,30,MODERATE,Immediate,True
IMG_8799 - Viren Viren.JPG,7.78,49531.0,61.9140625,0,LOW,Medium,False
IMG_8802 - Viren Viren.JPG,8.09,55844.0,69.80468749999999,0,LOW,Medium,False
IMG_8805 - Viren Viren.JPG,4.34,9833.0,12.291666666666666,50,MODERATE,Immediate,True
IMG_8808 - Viren Viren.JPG,5.56,18250.0,22.8125,0,LOW,High,True
IMG_8811 - Viren Viren.JPG,5.44,15875.0,19.843749999999993,30,MODERATE,Immediate,True
IMG_8814 - Viren Viren.JPG,7.24,46708.0,58.38541666666666,20,LOW,Medium,False
IMG_8817 - Viren Viren.JPG,3.55,1792.0,2.2395833333333295,70,HIGH,Immediate,True
IMG_8820 - Viren Viren.JPG,7.4,50083.0,62.60416666666665,20,LOW,Medium,False
IMG_8939 - Viren Viren.JPG,7.27,31469.0,39.33593749999999,0,LOW,High,True
IMG_8942 - Viren Viren.JPG,6.52,32406.0,40.50781249999999,20,LOW,Medium,False
IMG_8945 - Viren Viren.JPG,7.28,31594.0,39.4921875,0,LOW,High,True
IMG_8948 - Viren Viren.JPG,6.66,35125.0,43.90625,20,LOW,Medium,False
IMG_8951 - Viren Viren.JPG,8.5,56000.0,70.0,0,LOW,Medium,False
IMG_8954 - Viren Viren.JPG,8.29,59708.0,74.63541666666664,0,LOW,Low,False
IMG_8957 - Viren Viren.JPG,7.85,58958.0,73.69791666666666,20,LOW,Low,False
IMG_8960 - Viren Viren.JPG,8.63,58583.0,73.22916666666664,0,LOW,Low,False
IMG_8963 - Viren Viren.JPG,4.99,22844.0,28.554687499999996,20,LOW,High,True
IMG_8966 - Viren Viren.JPG,8.23,50531.0,63.16406250000001,0,LOW,Medium,False
IMG_8969 - Viren Viren.JPG,7.18,45531.0,56.91406249999999,20,LOW,Medium,False
IMG_8972 - Viren Viren.JPG,5.86,24156.0,30.1953125,0,LOW,High,True
IMG_8975 - Viren Viren.JPG,8.1,48042.0,60.05208333333334,0,LOW,Medium,False
IMG_8978 - Viren Viren.JPG,8.5,56083.0,70.10416666666666,0,LOW,Low,False
IMG_8981 - Viren Viren.JPG,8.43,54542.0,68.17708333333333,0,LOW,Medium,False
IMG_8984 - Viren Viren.JPG,7.5,52000.0,65.0,20,LOW,Medium,False
IMG_8987 - Viren Viren.JPG,7.46,49250.0,61.5625,20,LOW,Medium,False
IMG_8990 - Viren Viren.JPG,3.99,3542.0,4.427083333333335,50,MODERATE,Immediate,True
IMG_8993 - Viren Viren.JPG,6.49,30167.0,37.70833333333332,20,LOW,High,True
IMG_8996 - Viren Viren.JPG,8.49,55719.0,69.6484375,0,LOW,Medium,False
IMG_8999 - Viren Viren.JPG,7.2,38062.0,47.57812500000001,0,LOW,Medium,False
IMG_9003 - Viren Viren.JPG,7.26,39219.0,49.02343749999999,0,LOW,Medium,False
IMG_9006 - Viren Viren.JPG,7.35,40969.0,51.210937499999986,0,LOW,Medium,False
IMG_9009 - Viren Viren.JPG,6.92,40312.0,50.390625,20,LOW,Medium,False
IMG_9012 - Viren Viren.JPG,7.54,44812.0,56.015625,0,LOW,Medium,False
IMG_9015 - Viren Viren.JPG,7.6,46000.0,57.49999999999999,0,LOW,Medium,False
IMG_9018 - Viren Viren.JPG,7.87,51375.0,64.21874999999999,0,LOW,Medium,False
IMG_9021 - Viren Viren.JPG,5.75,22000.0,27.499999999999996,0,LOW,High,True
IMG_9024 - Viren Viren.JPG,5.7,21083.0,26.354166666666668,0,LOW,High,True
IMG_9027 - Viren Viren.JPG,4.51,11208.0,14.010416666666664,50,MODERATE,Immediate,True
IMG_9030 - Viren Viren.JPG,7.89,43708.0,54.63541666666666,0,LOW,Medium,False
IMG_9033 - Viren Viren.JPG,6.8,37958.0,47.447916666666664,20,LOW,Medium,False
IMG_9036 - Viren Viren.JPG,7.84,42833.0,53.54166666666668,0,LOW,Medium,False
IMG_9039 - Viren Viren.JPG,7.76,41125.0,51.40625000000001,0,LOW,Medium,False
IMG_9042 - Viren Viren.JPG,8.31,60187.0,75.23437499999999,0,LOW,Low,False
IMG_9045 - Viren Viren.JPG,8.39,61750.0,77.18749999999999,0,LOW,Low,False
IMG_9048 - Viren Viren.JPG,8.7,68094.0,85.11718749999999,0,LOW,Low,False
IMG_9051 - Viren Viren.JPG,8.65,66906.0,83.63281250000001,0,LOW,Low,False
IMG_9054 - Viren Viren.JPG,6.05,28094.0,35.1171875,0,LOW,High,True
IMG_9057 - Viren Viren.JPG,5.2,19062.0,23.828124999999996,0,LOW,High,True
IMG_9060 - Viren Viren.JPG,6.08,28625.0,35.78124999999999,0,LOW,High,True
IMG_9063 - Viren Viren.JPG,7.4,34000.0,42.5,0,LOW,Medium,False
IMG_9066 - Viren Viren.JPG,8.3,67969.0,84.9609375,20,LOW,Low,False
IMG_9069 - Viren Viren.JPG,8.93,64656.0,80.82031249999999,0,LOW,Low,False
IMG_9072 - Viren Viren.JPG,8.22,66469.0,83.0859375,20,LOW,Low,False
IMG_9075 - Viren Viren.JPG,8.21,58281.0,72.85156249999999,0,LOW,Low,False
IMG_9079 - Viren Viren.JPG,4.99,22875.0,28.59374999999999,20,LOW,High,True
IMG_9084 - Viren Viren.JPG,5.33,13625.0,17.031249999999996,30,MODERATE,Immediate,True
IMG_9087 - Viren Viren.JPG,5.39,26708.0,33.385416666666664,20,LOW,High,True
IMG_9090 - Viren Viren.JPG,6.67,35458.0,44.322916666666664,20,LOW,Medium,False
IMG_9094 - Viren Viren.JPG,1.21,0.0,0.0,85,CRITICAL,Immediate,True
IMG_9097 - Viren Viren.JPG,6.05,27958.0,34.947916666666664,0,LOW,High,True
IMG_9101 - Viren Viren.JPG,8.23,50625.0,63.28124999999998,0,LOW,Medium,False
IMG_9104 - Viren Viren.JPG,8.23,50625.0,63.28124999999998,0,LOW,Medium,False
IMG_9107 - Viren Viren.JPG,8.13,48667.0,60.83333333333333,0,LOW,Medium,False
IMG_9110 - Viren Viren.JPG,4.64,18188.0,22.734375,20,LOW,High,True
IMG_9113 - Viren Viren.JPG,1.59,0.0,0.0,100,CRITICAL,Immediate,True
IMG_9116 - Viren Viren.JPG,6.85,38125.0,47.65625,20,LOW,Medium,False
IMG_9119 - Viren Viren.JPG,6.98,41583.0,51.979166666666664,20,LOW,Medium,False
IMG_9123 - Viren Viren.JPG,7.15,45000.0,56.25,20,LOW,Medium,False
IMG_9126 - Viren Viren.JPG,7.25,47083.0,58.85416666666667,20,LOW,Medium,False
IMG_9129 - Viren Viren.JPG,8.3,52000.0,65.0,0,LOW,Medium,False
IMG_9132 - Viren Viren.JPG,6.85,30958.0,38.69791666666667,0,LOW,High,True
IMG_9135 - Viren Viren.JPG,6.64,34750.0,43.43749999999999,20,LOW,Medium,False
IMG_9138 - Viren Viren.JPG,7.34,40875.0,51.09374999999999,0,LOW,Medium,False
IMG_9200 - Viren Viren.JPG,5.33,27656.0,34.57031249999999,20,LOW,High,True
IMG_9301 - Viren Viren.JPG,7.74,48750.0,60.9375,0,LOW,Medium,False
IMG_9304 - Viren Viren.JPG,1.37,0.0,0.0,100,CRITICAL,Immediate,True
IMG_9307 - Viren Viren.JPG,1.26,0.0,0.0,100,CRITICAL,Immediate,True
IMG_9310 - Viren Viren.JPG,8.61,66125.0,82.65625000000001,0,LOW,Low,False
IMG_9314 - Viren Viren.JPG,8.77,61344.0,76.67968749999999,0,LOW,Low,False
IMG_9317 - Viren Viren.JPG,8.71,68125.0,85.15624999999999,0,LOW,Low,False
IMG_9320 - Viren Viren.JPG,8.59,65812.0,82.26562500000001,0,LOW,Low,False
IMG_9323 - Viren Viren.JPG,8.5,72000.0,89.99999999999999,20,LOW,Low,False
IMG_9326[1] - Viren Viren.JPG,8.59,65875.0,82.34375,0,LOW,Low,False
IMG_9329 - Viren Viren.JPG,8.48,63562.0,79.45312499999999,0,LOW,Low,False
IMG_9332 - Viren Viren.JPG,5.51,25125.0,31.406250000000004,0,LOW,High,True
IMG_9335 - Viren Viren.JPG,6.42,30312.0,37.890625,20,LOW,High,True
IMG_9344 - Viren Viren.JPG,5.7,21031.0,26.2890625,0,LOW,High,True
IMG_9347 - Viren Viren.JPG,5.13,25562.0,31.95312499999999,20,LOW,High,True
IMG_9350 - Viren Viren.JPG,5.79,22812.0,28.515624999999993,0,LOW,High,True
IMG_9353 - Viren Viren.JPG,5.66,20281.0,25.351562499999993,0,LOW,High,True
IMG_9356 - Viren Viren.JPG,4.88,20531.0,25.66406249999999,20,LOW,High,True
IMG_9359 - Viren Viren.JPG,7.44,34708.0,43.385416666666664,0,LOW,Medium,False
IMG_9362 - Viren Viren.JPG,7.12,44500.0,55.625,20,LOW,Medium,False
IMG_9365 - Viren Viren.JPG,7.25,31083.0,38.854166666666664,0,LOW,High,True
IMG_9368 - Viren Viren.JPG,7.72,40333.0,50.416666666666664,0,LOW,Medium,False
IMG_9371 - Viren Viren.JPG,5.01,23281.0,29.101562499999993,20,LOW,High,True
IMG_9374 - Viren Viren.JPG,6.75,37062.0,46.328124999999986,20,LOW,Medium,False
IMG_9377 - Viren Viren.JPG,7.43,42594.0,53.24218750000001,0,LOW,Medium,False
IMG_9380 - Viren Viren.JPG,6.49,31750.0,39.6875,20,LOW,High,True
IMG_9383 - Viren Viren.JPG,7.24,46875.0,58.59374999999998,20,LOW,Medium,False
IMG_9386 - Viren Viren.JPG,7.02,42333.0,52.916666666666664,20,LOW,Medium,False
IMG_9389 - Viren Viren.JPG,7.38,49583.0,61.97916666666667,20,LOW,Medium,False
IMG_9392 - Viren Viren.JPG,7.56,37125.0,46.40625,0,LOW,Medium,False
IMG_9395 - Viren Viren.JPG,5.05,8000.0,10.000000000000002,30,MODERATE,Immediate,True
IMG_9398 - Viren Viren.JPG,4.66,8292.0,10.36458333333333,30,MODERATE,Immediate,True
IMG_9404 - Viren Viren.JPG,5.25,11917.0,14.89583333333333,30,MODERATE,Immediate,True
IMG_9407 - Viren Viren.JPG,4.84,19792.0,24.739583333333336,20,LOW,High,True
IMG_9410 - Viren Viren.JPG,4.7,16917.0,21.14583333333333,50,MODERATE,High,True
IMG_9413 - Viren Viren.JPG,9.3,71906.0,89.88281249999999,0,LOW,Low,False
IMG_9416 - Viren Viren.JPG,8.25,67062.0,83.828125,20,LOW,Low,False
IMG_9419 - Viren Viren.JPG,4.67,10833.0,13.541666666666666,50,MODERATE,Immediate,True
IMG_9423 - Viren Viren.JPG,6.68,34375.0,42.96875000000001,20,LOW,Medium,False
IMG_9426 - Viren Viren.JPG,8.18,49667.0,62.08333333333332,0,LOW,Medium,False
IMG_9429 - Viren Viren.JPG,7.59,45875.0,57.34375000000001,0,LOW,Medium,False
IMG_9433 - Shubham Chodankar.JPG,4.42,3333.0,4.1666666666666625,30,MODERATE,Immediate,True
IMG_9498 - Ubaid Elahi Baba.JPG,8.81,62167.0,77.70833333333333,0,LOW,Low,False
IMG_9628 - Ubaid Elahi Baba.JPG,9.36,73292.0,91.61458333333333,0,LOW,Low,False
IMG_9631 - Ubaid Elahi Baba.JPG,5.7,20958.0,26.197916666666664,0,LOW,High,True
IMG_9634 - Ubaid Elahi Baba.JPG,4.99,22812.0,28.515624999999993,20,LOW,High,True
IMG_9637 - Ubaid Elahi Baba.JPG,5.09,16750.0,20.937499999999996,30,MODERATE,High,True
IMG_9640 - Ubaid Elahi Baba.JPG,5.89,24833.0,31.04166666666666,0,LOW,High,True
IMG_9643 - Ubaid Elahi Baba.JPG,5.74,21833.0,27.291666666666657,0,LOW,High,True
IMG_9646 - Ubaid Elahi Baba.JPG,7.27,39469.0,49.3359375,0,LOW,Medium,False
IMG_9649 - Ubaid Elahi Baba.JPG,8.33,60625.0,75.78125000000003,0,LOW,Low,False
IMG_9652 - Ubaid Elahi Baba.JPG,4.2,7062.0,8.828125,50,MODERATE,Immediate,True
IMG_9655 - Ubaid Elahi Baba.JPG,5.48,16625.0,20.78125,30,MODERATE,High,True
IMG_9658 - Ubaid Elahi Baba.JPG,7.71,56208.0,70.26041666666666,20,LOW,Low,False
IMG_9662 - Ubaid Elahi Baba.JPG,7.39,49875.0,62.34375,20,LOW,Medium,False
IMG_9665 - Ubaid Elahi Baba.JPG,7.84,58875.0,73.59374999999999,20,LOW,Low,False
IMG_9668 - Ubaid Elahi Baba.JPG,8.83,62667.0,78.33333333333333,0,LOW,Low,False
IMG_9671 - Ubaid Elahi Baba.JPG,7.61,54167.0,67.70833333333334,20,LOW,Medium,False
IMG_9674 - Ubaid Elahi Baba.JPG,9.05,66958.0,83.69791666666667,0,LOW,Low,False
IMG_9677 - Ubaid Elahi Baba.JPG,8.2,50042.0,62.55208333333331,0,LOW,Medium,False
IMG_9680 - Ubaid Elahi Baba.JPG,7.76,41292.0,51.61458333333333,0,LOW,Medium,False
IMG_9683 - Ubaid Elahi Baba.JPG,7.65,39083.0,48.85416666666666,0,LOW,Medium,False
IMG_9686 - Ubaid Elahi Baba.JPG,7.73,54583.0,68.22916666666664,20,LOW,Medium,False
IMG_9689 - Ubaid Elahi Baba.JPG,8.07,47500.0,59.374999999999986,0,LOW,Medium,False
IMG_9692 - Ubaid Elahi Baba.JPG,5.31,29281.0,36.60156249999999,20,LOW,High,True
IMG_9695 - Ubaid Elahi Baba.JPG,8.17,49406.0,61.7578125,0,LOW,Medium,False
IMG_9698 - Ubaid Elahi Baba.JPG,8.1,47937.0,59.92187499999999,0,LOW,Medium,False
IMG_9701 - Ubaid Elahi Baba.JPG,8.13,56594.0,70.7421875,0,LOW,Low,False
IMG_9704 - Ubaid Elahi Baba.JPG,7.22,38344.0,47.9296875,0,LOW,Medium,False
IMG_9707 - Ubaid Elahi Baba.JPG,7.28,39594.0,49.49218749999999,0,LOW,Medium,False
IMG_9710 - Ubaid Elahi Baba.JPG,8.2,58094.0,72.61718749999999,0,LOW,Low,False
IMG_9713 - Ubaid Elahi Baba.JPG,5.87,24375.0,30.46875,0,LOW,High,True
IMG_9716 - Ubaid Elahi Baba.JPG,5.64,27750.0,34.68749999999999,0,LOW,High,True
IMG_9719 - Ubaid Elahi Baba.JPG,5.06,24250.0,30.312500000000004,20,LOW,High,True
IMG_9722 - Ubaid Elahi Baba.JPG,5.31,29167.0,36.45833333333333,20,LOW,High,True
IMG_9725 - Ubaid Elahi Baba.JPG,5.65,20083.0,25.104166666666668,0,LOW,High,True
IMG_9729 - Ubaid Elahi Baba.JPG,5.14,25833.0,32.291666666666664,20,LOW,High,True
IMG_9733 - Ubaid Elahi Baba.JPG,7.95,45083.0,56.35416666666667,0,LOW,Medium,False
IMG_9736 - Ubaid Elahi Baba.JPG,4.74,17833.0,22.291666666666668,20,LOW,High,True
IMG_9740 - Ubaid Elahi Baba.JPG,4.96,22250.0,27.8125,20,LOW,High,True
IMG_9744 - Ubaid Elahi Baba.JPG,5.76,22125.0,27.656249999999993,0,LOW,High,True
IMG_9747 - Ubaid Elahi Baba.JPG,5.59,18792.0,23.48958333333333,0,LOW,High,True
IMG_9750 - Ubaid Elahi Baba.JPG,4.53,13625.0,17.031249999999996,50,MODERATE,Immediate,True
IMG_9753 - Ubaid Elahi Baba.JPG,4.94,21875.0,27.34375,20,LOW,High,True
IMG_9492 - Ubaid Elahi Baba.JPG,5.22,27375.0,34.21875,20,LOW,High,True
IMG_9501 - Ubaid Elahi Baba.JPG,7.6,38000.0,47.49999999999999,0,LOW,Medium,False
IMG_9504 - Ubaid Elahi Baba.JPG,4.96,22125.0,27.656250000000004,20,LOW,High,True
IMG_9507 - Ubaid Elahi Baba.JPG,7.92,60500.0,75.625,20,LOW,Low,False
IMG_9510 - Ubaid Elahi Baba.JPG,6.95,41000.0,51.24999999999999,20,LOW,Medium,False
IMG_9513 - Ubaid Elahi Baba.JPG,8.75,61000.0,76.25,0,LOW,Low,False
IMG_9516 - Ubaid Elahi Baba.JPG,6.66,35208.0,44.01041666666667,20,LOW,Medium,False
IMG_9519 - Ubaid Elahi Baba.JPG,4.83,19562.0,24.453124999999996,20,LOW,High,True
IMG_9522 - Ubaid Elahi Baba.JPG,7.62,46312.0,57.89062499999999,0,LOW,Medium,False
IMG_9525 - Ubaid Elahi Baba.JPG,8.1,47969.0,59.9609375,0,LOW,Medium,False
IMG_9528 - Ubaid Elahi Baba.JPG,8.03,54656.0,68.32031249999999,0,LOW,Medium,False
IMG_9531 - Ubaid Elahi Baba.JPG,8.09,47708.0,59.635416666666664,0,LOW,Medium,False
IMG_9534 - Ubaid Elahi Baba.JPG,8.34,52875.0,66.09374999999997,0,LOW,Medium,False
IMG_9537 - Ubaid Elahi Baba.JPG,8.94,64833.0,81.04166666666664,0,LOW,Low,False
IMG_9544 - Ubaid Elahi Baba.JPG,7.26,47292.0,59.11458333333333,20,LOW,Medium,False
IMG_9547 - Ubaid Elahi Baba.JPG,8.21,66208.0,82.76041666666664,20,LOW,Low,False
IMG_9550 - Ubaid Elahi Baba.JPG,9.58,77542.0,96.92708333333333,0,LOW,Low,False
IMG_9553 - Ubaid Elahi Baba.JPG,9.63,78625.0,98.28125000000001,0,LOW,Low,False
IMG_9556 - Ubaid Elahi Baba.JPG,4.58,22792.0,28.48958333333333,40,MODERATE,High,True
IMG_9559 - Ubaid Elahi Baba.JPG,5.21,11125.0,13.90625,30,MODERATE,Immediate,True
IMG_9562 - Ubaid Elahi Baba.JPG,5.34,13708.0,17.135416666666668,30,MODERATE,Immediate,True
IMG_9565 - Ubaid Elahi Baba.JPG,1.23,0.0,0.0,85,CRITICAL,Immediate,True
IMG_9568 - Ubaid Elahi Baba.JPG,3.81,7625.0,9.531249999999998,70,HIGH,Immediate,True
IMG_9571 - Ubaid Elahi Baba.JPG,5.53,17531.0,21.914062499999996,0,LOW,High,True
IMG_9574 - Ubaid Elahi Baba.JPG,3.73,5781.0,7.226562499999998,70,HIGH,Immediate,True
IMG_9577 - Ubaid Elahi Baba.JPG,4.75,28583.0,35.729166666666664,40,MODERATE,High,True
IMG_9580 - Ubaid Elahi Baba.JPG,1.69,0.0,0.0,85,CRITICAL,Immediate,True
IMG_9583 - Ubaid Elahi Baba.JPG,1.64,0.0,0.0,85,CRITICAL,Immediate,True
IMG_9586 - Ubaid Elahi Baba.JPG,7.27,31438.0,39.296875,0,LOW,High,True
IMG_9589 - Ubaid Elahi Baba.JPG,8.9,64000.0,79.99999999999999,0,LOW,Low,False
IMG_9592 - Ubaid Elahi Baba.JPG,7.99,61708.0,77.13541666666664,20,LOW,Low,False
IMG_9595 - Ubaid Elahi Baba.JPG,1.85,0.0,0.0,85,CRITICAL,Immediate,True
IMG_9598 - Ubaid Elahi Baba.JPG,1.63,0.0,0.0,85,CRITICAL,Immediate,True
IMG_9601 - Ubaid Elahi Baba.JPG,1.68,0.0,0.0,85,CRITICAL,Immediate,True
IMG_9604 - Ubaid Elahi Baba.JPG,6.46,31292.0,39.11458333333333,20,LOW,High,True
IMG_9607 - Ubaid Elahi Baba.JPG,4.4,3000.0,3.7499999999999964,30,MODERATE,Immediate,True
IMG_9610 - Ubaid Elahi Baba.JPG,4.56,6250.0,7.8125,30,MODERATE,Immediate,True
IMG_9613 - Ubaid Elahi Baba.JPG,9.39,73750.0,92.1875,0,LOW,Low,False
IMG_9616 - Ubaid Elahi Baba.JPG,9.39,73792.0,92.23958333333331,0,LOW,Low,False
IMG_9619 - Ubaid Elahi Baba.JPG,9.55,76917.0,96.14583333333334,0,LOW,Low,False
IMG_9622 - Ubaid Elahi Baba.JPG,9.34,72833.0,91.04166666666666,0,LOW,Low,False
IMG_9847 - Viren Viren.JPG,7.68,39542.0,49.42708333333332,0,LOW,Medium,False
IMG_9850 - Viren Viren.JPG,8.36,53250.0,66.56249999999999,0,LOW,Medium,False
IMG_9853 - Viren Viren.JPG,8.29,51719.0,64.64843749999999,0,LOW,Medium,False
IMG_9856 - Viren Viren.JPG,7.21,46208.0,57.76041666666667,20,LOW,Medium,False
IMG_9859 - Viren Viren.JPG,7.42,50375.0,62.968749999999986,20,LOW,Medium,False
IMG_9862 - Viren Viren.JPG,8.04,46875.0,58.59375,0,LOW,Medium,False
IMG_9866 - Viren Viren.JPG,4.75,1958.0,2.4479166666666643,30,MODERATE,Immediate,True
IMG_9869 - Viren Viren.JPG,7.84,42750.0,53.43749999999999,0,LOW,Medium,False
IMG_9872 - Viren Viren.JPG,7.12,44333.0,55.41666666666666,20,LOW,Medium,False
IMG_9875 - Viren Viren.JPG,6.64,32708.0,40.88541666666668,20,LOW,Medium,False
IMG_9878 - Viren Viren.JPG,4.25,9469.0,11.835937499999998,50,MODERATE,Immediate,True
IMG_9882 - Viren Viren.JPG,4.87,23187.0,28.984374999999996,20,LOW,High,True
IMG_9885 - Viren Viren.JPG,3.51,1094.0,1.3671874999999987,70,HIGH,Immediate,True
IMG_9888 - Viren Viren.JPG,8.67,67406.0,84.2578125,0,LOW,Low,False
IMG_9891 - Viren Viren.JPG,8.96,73219.0,91.5234375,0,LOW,Low,False
IMG_9894 - Viren Viren.JPG,8.62,66500.0,83.125,0,LOW,Low,False
IMG_9897 - Viren Viren.JPG,8.81,70281.0,87.8515625,0,LOW,Low,False
IMG_9900 - Viren Viren.JPG,7.79,57750.0,72.18749999999999,20,LOW,Low,False
IMG_9903 - Viren Viren.JPG,8.17,65417.0,81.77083333333331,20,LOW,Low,False
IMG_9906 - Viren Viren.JPG,8.71,60250.0,75.31249999999997,0,LOW,Low,False
IMG_9910 - Viren Viren.JPG,4.84,11719.0,14.6484375,30,MODERATE,Immediate,True
IMG_9913 - Viren Viren.JPG,5.1,16969.0,21.2109375,30,MODERATE,High,True
IMG_9916 - Viren Viren.JPG,4.61,15187.0,18.984374999999996,50,MODERATE,Immediate,True
IMG_9919 - Viren Viren.JPG,5.27,20344.0,25.429687499999996,0,LOW,High,True
IMG_9923 - Viren Viren.JPG,5.64,27750.0,34.6875,0,LOW,High,True
IMG_9926 - Viren Viren.JPG,7.83,50656.0,63.3203125,0,LOW,Medium,False
IMG_9930 - Viren Viren.JPG,8.09,55875.0,69.84375,0,LOW,Medium,False
IMG_9934 - Viren Viren.JPG,5.71,29219.0,36.52343749999999,0,LOW,High,True
IMG_9938 - Viren Viren.JPG,9.38,73625.0,92.03125000000001,0,LOW,Low,False
IMG_9942 - Viren Viren.JPG,8.53,72531.0,90.6640625,20,LOW,Low,False
IMG_9946 - Viren Viren.JPG,9.27,79469.0,99.3359375,0,LOW,Low,False
IMG_9950 - Viren Viren.JPG,8.9,80000.0,100.0,20,LOW,Low,False
IMG_9954 - Viren Viren.JPG,6.45,30917.0,38.64583333333333,20,LOW,High,True
IMG_9957 - Viren Viren.JPG,5.3,28958.0,36.197916666666664,20,LOW,High,True
IMG_9960 - Viren Viren.JPG,5.14,25750.0,32.1875,20,LOW,High,True
IMG_9963 - Viren Viren.JPG,5.21,27167.0,33.95833333333333,20,LOW,High,True
IMG_9966 - Viren Viren.JPG,7.43,50531.0,63.16406250000001,20,LOW,Medium,False
IMG_9970 - Viren Viren.JPG,3.85,687.0,0.859374999999999,50,MODERATE,Immediate,True
IMG_9974 - Viren Viren.JPG,8.14,48875.0,61.09375,0,LOW,Medium,False
IMG_9977 - Viren Viren.JPG,7.74,48844.0,61.054687499999986,0,LOW,Medium,False
IMG_9980 - Viren Viren.JPG,8.07,63458.0,79.32291666666666,20,LOW,Low,False
IMG_9983 - Viren Viren.JPG,6.34,34812.0,43.51562499999999,20,LOW,Medium,False
IMG_9986 - Viren Viren.JPG,8.91,64250.0,80.31249999999997,0,LOW,Low,False
IMG_9989 - Viren Viren.JPG,9.32,72417.0,90.52083333333333,0,LOW,Low,False
IMG_9992 - Viren Viren.JPG,8.51,72250.0,90.31249999999999,20,LOW,Low,False
IMG_9995 - Viren Viren.JPG,8.6,58000.0,72.49999999999997,0,LOW,Low,False
IMG_9998 - Viren Viren.JPG,8.63,58667.0,73.33333333333333,0,LOW,Low,False
IMG_0002 - Viren Viren.JPG,8.25,66958.0,83.69791666666667,20,LOW,Low,False
IMG_0005 - Viren Viren.JPG,8.75,61042.0,76.30208333333333,0,LOW,Low,False
IMG_0008 - Viren Viren.JPG,7.72,56333.0,70.41666666666664,20,LOW,Low,False
IMG_0011 - Viren Viren.JPG,8.61,74292.0,92.86458333333333,20,LOW,Low,False
IMG_0014 - Viren Viren.JPG,9.34,72875.0,91.09375,0,LOW,Low,False
IMG_0017 - Viren Viren.JPG,6.79,52750.0,65.9375,40,MODERATE,Medium,False
IMG_0020 - Viren Viren.JPG,5.61,19187.0,23.984374999999993,0,LOW,High,True
IMG_0023 - Viren Viren.JPG,4.69,16708.0,20.88541666666667,50,MODERATE,High,True
IMG_0026 - Viren Viren.JPG,4.78,10531.0,13.164062499999996,30,MODERATE,Immediate,True
IMG_0029 - Viren Viren.JPG,4.25,1438.0,1.7968749999999998,50,MODERATE,Immediate,True
IMG_0032 - Viren Viren.JPG,8.18,65583.0,81.97916666666666,20,LOW,Low,False
IMG_0035 - Viren Viren.JPG,5.2,27000.0,33.74999999999999,20,LOW,High,True
IMG_0038 - Viren Viren.JPG,4.34,9875.0,12.34375,50,MODERATE,Immediate,True
IMG_0041 - Viren Viren.JPG,1.69,0.0,0.0,85,CRITICAL,Immediate,True
IMG_0044 - Viren Viren.JPG,8.01,62125.0,77.65625,20,LOW,Low,False
IMG_0047 - Viren Viren.JPG,8.1,64083.0,80.10416666666667,20,LOW,Low,False
IMG_0050 - Viren Viren.JPG,6.42,30458.0,38.07291666666666,20,LOW,High,True
IMG_0053 - Viren Viren.JPG,4.97,22333.0,27.91666666666666,20,LOW,High,True
IMG_0056 - Viren Viren.JPG,8.54,56708.0,70.88541666666667,0,LOW,Low,False
IMG_0059 - Viren Viren.JPG,8.48,55625.0,69.53124999999999,0,LOW,Medium,False
IMG_0144 - Viren Viren.JPG,8.44,54708.0,68.38541666666667,0,LOW,Medium,False
IMG_0147 - Viren Viren.JPG,8.22,50500.0,63.12500000000001,0,LOW,Medium,False
IMG_0150 - Viren Viren.JPG,6.99,41833.0,52.29166666666666,20,LOW,Medium,False
IMG_0153 - Viren Viren.JPG,6.86,39292.0,49.11458333333333,20,LOW,Medium,False
IMG_0156 - Viren Viren.JPG,5.2,10917.0,13.645833333333329,30,MODERATE,Immediate,True
IMG_0159 - Viren Viren.JPG,5.31,29292.0,36.61458333333333,20,LOW,High,True
IMG_0162 - Viren Viren.JPG,6.43,30542.0,38.17708333333334,20,LOW,High,True
IMG_0165 - Viren Viren.JPG,4.35,9958.0,12.447916666666663,50,MODERATE,Immediate,True
IMG_0168 - Viren Viren.JPG,6.59,33719.0,42.148437499999986,20,LOW,Medium,False
IMG_0171 - Viren Viren.JPG,7.06,35250.0,44.06249999999999,0,LOW,Medium,False
IMG_0175 - Viren Viren.JPG,7.05,34906.0,43.63281249999999,0,LOW,Medium,False
IMG_0177 - Viren Viren.JPG,7.03,34625.0,43.281249999999986,0,LOW,Medium,False
IMG_0179 - Viren Viren.JPG,7.37,49312.0,61.64062499999999,20,LOW,Medium,False
IMG_0181 - Viren Viren.JPG,8.67,59344.0,74.17968749999999,0,LOW,Low,False
IMG_0184 - Viren Viren.JPG,8.81,62156.0,77.6953125,0,LOW,Low,False
IMG_0187 - Viren Viren.JPG,8.17,49469.0,61.83593749999999,0,LOW,Medium,False
IMG_0189 - Viren Viren.JPG,8.7,67938.0,84.92187499999999,0,LOW,Low,False
