image_id,tread_1,tread_2,tread_3,tread_4,tread_average,brand,tire_size,condition,manufacture_year,tread_depth_class
IMG_8280[1] - Viren Viren.JPG,1.34,1.18,1.01,1.1766666666666667,1.1766666666666667,CEAT,185/65 R15,replace,2023.0,Dangerous
IMG_8283[1] - Viren Viren.JPG,0.88,0.74,1.07,0.8966666666666668,0.8966666666666668,CEAT,185/65 R15,replace,2023.0,Dangerous
IMG_8286[1] - Viren Viren.JPG,0.96,1.58,1.64,0.75,1.2325,JK Tyre,145/80 R12,replace,2038.0,Dangerous
IMG_8289[1] - Viren Viren.JPG,1.44,1.32,0.69,1.15,1.15,CEAT,145/80 R12,replace,2016.0,Dangerous
IMG_8292[1] - Viren Viren.JPG,1.53,1.3,0.88,1.2366666666666666,1.2366666666666666,Apollo,145/80 R12,replace,2015.0,Dangerous
IMG_8295[1] - Viren Viren.JPG,2.25,1.84,1.99,2.026666666666667,2.026666666666667,MRF,145/80 R12,moderate,2015.0,Replace Soon
IMG_8298[1] - Viren Viren.JPG,3.47,3.67,3.37,3.503333333333334,3.503333333333334,Apollo,145/80 R13,moderate,2025.0,Replace Soon
IMG_8301[1] - Viren Viren.JPG,2.66,2.78,2.3,2.5799999999999996,2.5799999999999996,Apollo,145/80 R13,moderate,2025.0,Replace Soon
IMG_8304[1] - Viren Viren.JPG,3.2,3.38,3.1,3.2266666666666666,3.2266666666666666,Apollo,145/80 R13,moderate,2025.0,Replace Soon
IMG_8307[1] - Viren Viren.JPG,2.97,2.9,2.83,2.9,2.9,Apollo,145/80 R13,moderate,2004.0,Replace Soon
IMG_8310[1] - Viren Viren.JPG,3.32,3.43,3.19,3.313333333333333,3.313333333333333,CEAT,145/80 R12,moderate,2024.0,Replace Soon
IMG_8313[1] - Viren Viren.JPG,1.45,1.52,1.53,1.5,1.5,Apollo,145/80 R12,replace,2015.0,Dangerous
IMG_8316[1] - Viren Viren.JPG,1.66,1.85,1.6,1.7033333333333331,1.7033333333333331,MRF,145/80 R12,moderate,2018.0,Dangerous
IMG_8319[1] - Viren Viren.JPG,3.34,3.24,3.22,3.266666666666667,3.266666666666667,CEAT,145/80 R12,moderate,2024.0,Replace Soon
IMG_8322[1] - Viren Viren.JPG,3.63,3.3,3.66,3.53,3.53,CEAT,145/80 R12,moderate,2024.0,Replace Soon
IMG_8325[1] - Viren Viren.JPG,1.48,1.45,1.42,1.45,1.45,MRF,145/80 R12,replace,2019.0,Dangerous
IMG_8328[1] - Viren Viren.JPG,1.39,1.38,1.64,1.4699999999999998,1.4699999999999998,MRF,145/80 R12,replace,2019.0,Dangerous
IMG_8372[1] - Viren Viren.JPG,3.08,3.21,3.34,3.18,3.2024999999999997,CEAT,185/65 R16,moderate,2022.0,Replace Soon
IMG_8375[1] - Viren Viren.JPG,2.8,2.75,2.75,2.79,2.7725,CEAT,205/55/R 16,moderate,2022.0,Replace Soon
IMG_8381[1] - Viren Viren.JPG,2.38,2.94,2.06,2.6,2.495,Apollo,215/60/R 16,moderate,2021.0,Replace Soon
IMG_8384[1] - Viren Viren.JPG,2.17,2.79,2.8,2.26,2.505,Apollo,215/60/R 16,moderate,2021.0,Replace Soon
IMG_8387[1] - Viren Viren.JPG,1.99,2.61,2.72,2.17,2.3725,Apollo,215/60/R 16,moderate,2021.0,Replace Soon
IMG_8394[1] - Viren Viren.JPG,1.66,1.88,2.1,1.8800000000000001,1.8800000000000001,Bridgestone,195/55 R16,moderate,2022.0,Dangerous
IMG_8397[1] - Viren Viren.JPG,1.5,1.64,1.79,1.6433333333333333,1.6433333333333333,Bridgestone,195/55 R16,moderate,2022.0,Dangerous
IMG_8400[1] - Viren Viren.JPG,1.37,1.52,1.77,1.5533333333333335,1.5533333333333335,Bridgestone,195/55 R16,replace,2022.0,Dangerous
IMG_8403[1] - Viren Viren.JPG,2.28,2.63,2.74,2.5500000000000003,2.5500000000000003,Apollo,185/65 R15,moderate,2025.0,Replace Soon
IMG_8406[1] - Viren Viren.JPG,2.09,3.4,3.49,3.07,3.0125,Apollo,185/65 R15,moderate,2025.0,Replace Soon
IMG_8409[1] - Viren Viren.JPG,3.14,3.58,3.5,3.21,3.3575,Apollo,185/65 R15,moderate,2025.0,Replace Soon
IMG_8412[1] - Viren Viren.JPG,2.78,2.31,2.94,2.69,2.6799999999999997,Apollo,185/65 R15,moderate,2025.0,Replace Soon
IMG_8415[1] - Viren Viren.JPG,3.34,3.66,2.48,3.16,3.16,CEAT,145/80 R12,moderate,2025.0,Replace Soon
IMG_8418[1] - Viren Viren.JPG,3.49,3.61,3.47,3.5233333333333334,3.5233333333333334,CEAT,145/80 R12,moderate,2025.0,Replace Soon
IMG_8421[1] - Viren Viren.JPG,3.12,3.05,3.05,3.073333333333333,3.073333333333333,CEAT,145/80 R12,moderate,2025.0,Replace Soon
IMG_8424[1] - Viren Viren.JPG,3.41,3.18,3.1,3.23,3.23,CEAT,145/80 R12,moderate,2025.0,Replace Soon
IMG_8427[1] - Viren Viren.JPG,0.99,0.75,0.87,0.46,0.7675,Continental,205/55 R16,replace,2022.0,Dangerous
IMG_8430[1] - Viren Viren.JPG,2.2,2.2,2.36,2.0,2.19,Continental,205/55 R16,moderate,2022.0,Replace Soon
IMG_8433[1] - Viren Viren.JPG,1.9,2.19,2.68,1.91,2.17,Continental,205/55 R16,moderate,2022.0,Replace Soon
IMG_8436[1] - Viren Viren.JPG,3.55,3.29,3.12,3.3200000000000003,3.3200000000000003,Apollo,155/65 R14,moderate,2022.0,Replace Soon
IMG_8439[1] - Viren Viren.JPG,3.56,2.57,3.56,3.23,3.23,Apollo,155/65 R14,moderate,2023.0,Replace Soon
IMG_8442[1] - Viren Viren.JPG,3.5,3.9,3.44,3.6133333333333333,3.6133333333333333,Apollo,155/65 R14,moderate,2023.0,Replace Soon
IMG_8445[1] - Viren Viren.JPG,3.05,3.21,2.95,3.0700000000000003,3.0700000000000003,Apollo,155/65 R14,moderate,2023.0,Replace Soon
IMG_8448[1] - Viren Viren.JPG,3.28,3.47,3.29,3.3466666666666662,3.3466666666666662,CEAT,175/65 R15,moderate,2025.0,Replace Soon
IMG_8451[1] - Viren Viren.JPG,2.99,3.25,2.96,3.0666666666666664,3.0666666666666664,CEAT,175/65 R15,moderate,2025.0,Replace Soon
IMG_8454[1] - Viren Viren.JPG,3.28,3.41,3.17,3.2866666666666666,3.2866666666666666,CEAT,175/65 R15,moderate,2025.0,Replace Soon
IMG_8458[1] - Viren Viren.JPG,3.08,3.28,2.97,3.11,3.11,CEAT,175/65 R15,moderate,2023.0,Replace Soon
IMG_8461[1] - Viren Viren.JPG,2.22,2.07,2.12,1.94,2.0875,Pirelli,225/55 R17,moderate,2023.0,Replace Soon
IMG_8464[1] - Viren Viren.JPG,1.75,2.1,2.04,2.11,2.0,Pirelli,225/55 R17,moderate,2023.0,Replace Soon
IMG_8467[1] - Viren Viren.JPG,3.11,3.26,3.53,2.87,3.1925,Pirelli,225/55 R17,moderate,2023.0,Replace Soon
IMG_8469[1] - Viren Viren.JPG,2.55,2.51,2.76,2.62,2.61,JK Tyre,215/55 R18,moderate,2025.0,Replace Soon
IMG_8472[1] - Viren Viren.JPG,3.01,3.09,2.78,2.82,2.925,JK Tyre,215/55 R18,moderate,2025.0,Replace Soon
IMG_8476[1] - Viren Viren.JPG,2.7,2.61,2.98,2.98,2.8175000000000003,JK Tyre,215/55 R18,moderate,2025.0,Replace Soon
IMG_8479[1] - Viren Viren.JPG,3.16,3.25,3.36,3.0,3.1925,JK Tyre,215/55 R18,moderate,2025.0,Replace Soon
IMG_8482[1] - Viren Viren.JPG,2.03,2.36,2.31,1.94,2.1599999999999997,Apollo,185/65 R15,moderate,2022.0,Replace Soon
IMG_8485[1] - Viren Viren.JPG,2.61,2.78,2.76,2.47,2.655,Apollo,185/65 R15,moderate,2022.0,Replace Soon
IMG_8489[1] - Viren Viren.JPG,1.92,2.22,2.23,1.8,2.0425000000000004,Apollo,185/65 R15,moderate,2022.0,Replace Soon
IMG_8491[1] - Viren Viren.JPG,2.92,3.28,3.32,3.2,3.1799999999999997,JK Tyre,215/55 R18,moderate,2024.0,Replace Soon
IMG_8494[1] - Viren Viren.JPG,2.69,2.8,3.36,3.81,3.165,JK Tyre,215/55 R18,moderate,2024.0,Replace Soon
IMG_8497[1] - Viren Viren.JPG,2.6,2.67,3.0,2.46,2.6825,JK Tyre,215/55 R18,moderate,2024.0,Replace Soon
IMG_8500[1] - Viren Viren.JPG,2.8,3.0,3.24,3.0,3.01,JK Tyre,215/55 R18,moderate,2024.0,Replace Soon
IMG_8826 - Viren Viren.JPG,0.92,1.14,1.64,1.2333333333333334,1.2333333333333334,Apollo,185/65 R15,replace,2018.0,Dangerous
IMG_8829 - Viren Viren.JPG,3.7,4.27,3.28,3.75,3.75,Bridgestone,185/65 R15,moderate,2023.0,Replace Soon
IMG_8832 - Viren Viren.JPG,4.15,4.64,4.49,4.426666666666667,4.426666666666667,Bridgestone,185/65 R15,safe,2023.0,Moderate
IMG_8835[1] - Viren Viren.JPG,2.38,2.23,2.18,2.24,2.2575,Apollo,185/65 R15,moderate,2018.0,Replace Soon
IMG_8838 - Viren Viren.JPG,3.8,3.36,2.49,3.216666666666667,3.216666666666667,MRF,165/70 R14,moderate,,Replace Soon
IMG_8841 - Viren Viren.JPG,4.27,4.99,4.96,4.739999999999999,4.739999999999999,MRF,165/70 R14,safe,,Moderate
IMG_8844[1] - Viren Viren.JPG,3.48,3.57,3.65,3.16,3.465,Yokohama,175/65 R14,moderate,2022.0,Replace Soon
IMG_8847 - Viren Viren.JPG,4.34,4.58,5.27,4.7299999999999995,4.7299999999999995,MRF,175/65 R14,safe,,Moderate
IMG_8850 - Viren Viren.JPG,2.91,3.26,3.05,2.61,2.9574999999999996,Yokohama,175/65 R14,moderate,2022.0,Replace Soon
IMG_8853 - Viren Viren.JPG,4.24,5.02,5.0,4.753333333333333,4.753333333333333,MRF,175/65 R14,safe,2018.0,Moderate
IMG_8856 - Viren Viren.JPG,6.28,6.22,5.87,6.123333333333334,6.123333333333334,JK Tyre,155/80/R13,safe,2022.0,Good
IMG_8859[1] - Viren Viren.JPG,3.94,3.26,2.43,3.2099999999999995,3.2099999999999995,JK Tyre,155/80/R13,moderate,2022.0,Replace Soon
IMG_8862 - Viren Viren.JPG,4.69,3.02,2.44,3.3833333333333333,3.3833333333333333,JK Tyre,155/80/R13,moderate,2022.0,Replace Soon
IMG_8865 - Viren Viren.JPG,6.37,6.23,5.92,6.173333333333335,6.173333333333335,JK Tyre,155/80/R13,safe,2022.0,Good
IMG_8868 - Viren Viren.JPG,4.24,5.3,4.55,4.696666666666666,4.696666666666666,MRF,185/60/R16,safe,2023.0,Moderate
IMG_8871 - Viren Viren.JPG,7.3,7.39,7.3,7.329999999999999,7.329999999999999,CEAT,165/80 R14,safe,2025.0,Good
IMG_8874 - Viren Viren.JPG,6.17,7.85,7.72,7.246666666666666,7.246666666666666,CEAT,165/80 R14,safe,2025.0,Good
IMG_8877 - Viren Viren.JPG,8.08,7.81,6.91,7.6000000000000005,7.6000000000000005,CEAT,165/80 R14,safe,2025.0,Good
IMG_8880 - Viren Viren.JPG,5.88,6.38,6.57,5.55,6.095,CEAT,215/55 R18,safe,2025.0,Good
IMG_8884 - Viren Viren.JPG,6.64,7.74,7.32,6.29,6.9975,CEAT,215/55 R18,safe,2025.0,Good
IMG_8887 - Viren Viren.JPG,7.0,6.99,7.39,6.8,7.045,Yokohama,195/55 R16,safe,2025.0,Good
IMG_8890 - Viren Viren.JPG,7.03,7.22,7.66,7.3,7.3025,Yokohama,195/55 R16,safe,2025.0,Good
IMG_8893 - Viren Viren.JPG,7.01,7.44,7.41,7.05,7.2275,Yokohama,195/55 R16,safe,2025.0,Good
IMG_8896 - Viren Viren.JPG,6.9,7.21,7.21,6.46,6.945,Yokohama,195/55 R16,safe,2025.0,Good
IMG_8899 - Viren Viren.JPG,6.94,7.41,7.31,7.15,7.202500000000001,JK Tyre,215/55 R18,safe,2025.0,Good
IMG_8903 - Viren Viren.JPG,7.05,7.26,7.31,6.91,7.132499999999999,JK Tyre,215/55 R18,safe,2025.0,Good
IMG_8906 - Viren Viren.JPG,6.65,6.77,7.08,6.46,6.74,JK Tyre,215/55 R18,safe,2025.0,Good
IMG_8909 - Viren Viren.JPG,7.09,7.38,7.5,7.08,7.262499999999999,Goodyear,215/55 R18,safe,2025.0,Good
IMG_8912 - Viren Viren.JPG,6.91,7.3,6.91,6.73,6.9625,Goodyear,215/55 R18,safe,2025.0,Good
IMG_8916 - Viren Viren.JPG,6.73,6.96,6.97,6.96,6.905,Goodyear,215/55 R18,safe,2025.0,Good
IMG_8919 - Viren Viren.JPG,7.15,7.3,7.3,7.09,7.21,Goodyear,215/55 R18,safe,2025.0,Good
IMG_8781 - Viren Viren.JPG,6.5,6.91,6.62,6.676666666666667,6.676666666666667,CEAT,185/65 R15,safe,2024.0,Good
IMG_8784 - Viren Viren.JPG,7.76,8.08,7.67,7.836666666666666,7.836666666666666,CEAT,165/80 R15,safe,2026.0,Good
IMG_8787 - Viren Viren.JPG,6.13,6.68,6.47,6.426666666666666,6.426666666666666,CEAT,165/80 R15,safe,2024.0,Good
IMG_8790 - Viren Viren.JPG,4.13,6.52,5.55,5.8,5.5,Bridgestone,195/65 R16,safe,2022.0,Moderate
IMG_8793 - Viren Viren.JPG,4.46,6.14,5.66,5.69,5.4875,Bridgestone,195/65 R16,safe,2022.0,Moderate
IMG_8796 - Viren Viren.JPG,1.74,2.71,2.61,2.3533333333333335,2.3533333333333335,Goodyear,165/70 R14,moderate,2021.0,Replace Soon
IMG_8799 - Viren Viren.JPG,4.81,6.08,6.27,5.09,5.5625,Bridgestone,195/65 R16,safe,2022.0,Moderate
IMG_8802 - Viren Viren.JPG,5.21,6.59,6.52,5.95,6.0675,Bridgestone,195/65 R16,safe,2022.0,Good
IMG_8805 - Viren Viren.JPG,2.14,2.68,2.34,2.3866666666666667,2.3866666666666667,Goodyear,165/70 R14,moderate,2021.0,Replace Soon
IMG_8808 - Viren Viren.JPG,2.9,3.19,3.09,3.06,3.06,Goodyear,165/70 R14,moderate,2021.0,Replace Soon
IMG_8811 - Viren Viren.JPG,2.56,3.05,3.0,2.8699999999999997,2.8699999999999997,Goodyear,165/70 R14,moderate,2021.0,Replace Soon
IMG_8814 - Viren Viren.JPG,5.66,5.38,4.97,5.336666666666666,5.336666666666666,Bridgestone,145/80 R12,safe,2024.0,Moderate
IMG_8817 - Viren Viren.JPG,1.95,2.19,1.09,1.7433333333333332,1.7433333333333332,Bridgestone,145/80 R12,moderate,2018.0,Dangerous
IMG_8820 - Viren Viren.JPG,5.76,5.92,5.14,5.6066666666666665,5.6066666666666665,Apollo,145/80 R12,safe,2024.0,Moderate
IMG_8939 - Viren Viren.JPG,3.88,4.21,4.31,4.07,4.1175,MRF,215/60 R16,safe,,Moderate
IMG_8942 - Viren Viren.JPG,3.92,4.09,4.66,4.1,4.1925,MRF,215/60 R16,safe,2024.0,Moderate
IMG_8945 - Viren Viren.JPG,3.9,4.21,4.28,4.12,4.1275,MRF,215/60 R16,safe,,Moderate
IMG_8948 - Viren Viren.JPG,4.05,4.63,4.43,4.53,4.41,MRF,215/60 R16,safe,2024.0,Moderate
IMG_8951 - Viren Viren.JPG,6.03,6.32,5.89,6.080000000000001,6.080000000000001,MRF,155/65 R14,safe,2025.0,Good
IMG_8954 - Viren Viren.JPG,5.87,6.55,6.71,6.376666666666666,6.376666666666666,MRF,155/65 R14,safe,2025.0,Good
IMG_8957 - Viren Viren.JPG,6.46,6.53,5.96,6.316666666666666,6.316666666666666,MRF,155/65 R14,safe,,Good
IMG_8960 - Viren Viren.JPG,6.13,6.34,6.39,6.286666666666666,6.286666666666666,MRF,155/65 R14,safe,2025.0,Good
IMG_8963 - Viren Viren.JPG,3.36,3.06,3.42,3.87,3.4275,Apollo,215/60 R17,moderate,2023.0,Replace Soon
IMG_8966 - Viren Viren.JPG,5.41,5.61,5.81,5.74,5.6425,Apollo,215/60 R17,safe,2023.0,Moderate
IMG_8969 - Viren Viren.JPG,5.05,5.09,5.22,5.61,5.2425,Apollo,215/60 R17,safe,2023.0,Moderate
IMG_8972 - Viren Viren.JPG,3.64,3.48,3.45,3.56,3.5325,Apollo,215/60 R17,moderate,2023.0,Replace Soon
IMG_8975 - Viren Viren.JPG,5.5,5.55,5.28,5.443333333333334,5.443333333333334,JK Tyre,155/R13 C,safe,2023.0,Moderate
IMG_8978 - Viren Viren.JPG,5.91,6.3,6.05,6.086666666666667,6.086666666666667,JK Tyre,155/R13 C,safe,2023.0,Good
IMG_8981 - Viren Viren.JPG,5.76,5.96,6.17,5.963333333333334,5.963333333333334,JK Tyre,155/R13 C,safe,2022.0,Moderate
IMG_8984 - Viren Viren.JPG,5.45,6.0,5.83,5.760000000000001,5.760000000000001,JK Tyre,155/R13 C,safe,2023.0,Moderate
IMG_8987 - Viren Viren.JPG,6.03,3.37,6.31,6.45,5.54,MRF,185/70 R14,safe,2024.0,Moderate
IMG_8990 - Viren Viren.JPG,1.32,2.41,1.92,1.8833333333333335,1.8833333333333335,Goodyear,185/70 R14,moderate,2019.0,Dangerous
IMG_8993 - Viren Viren.JPG,4.05,3.88,4.11,4.013333333333333,4.013333333333333,Goodyear,185/70 R14,safe,2015.0,Moderate
IMG_8996 - Viren Viren.JPG,5.95,6.1,6.1,6.08,6.057499999999999,MRF,185/70 R14,safe,2024.0,Good
IMG_8999 - Viren Viren.JPG,4.45,4.9,4.94,4.29,4.6450000000000005,Michelin,215/55 R14,safe,2024.0,Moderate
IMG_9003 - Viren Viren.JPG,4.37,4.76,5.34,4.48,4.7375,Michelin,215/55 R14,safe,2024.0,Moderate
IMG_9006 - Viren Viren.JPG,4.32,5.13,5.17,4.89,4.8774999999999995,Michelin,215/55 R14,safe,2024.0,Moderate
IMG_9009 - Viren Viren.JPG,4.45,5.01,4.95,4.89,4.825,Michelin,215/55 R14,safe,2024.0,Moderate
IMG_9012 - Viren Viren.JPG,4.93,5.5,5.69,4.62,5.1850000000000005,Apollo,195/55 R16,safe,2022.0,Moderate
IMG_9015 - Viren Viren.JPG,4.6,5.74,5.57,5.21,5.28,Apollo,195/55 R16,safe,,Moderate
IMG_9018 - Viren Viren.JPG,5.38,6.02,6.1,5.34,5.71,Apollo,195/55 R16,safe,2022.0,Moderate
IMG_9021 - Viren Viren.JPG,3.6,3.31,3.17,3.36,3.36,CEAT,165/70 R14,moderate,,Replace Soon
IMG_9024 - Viren Viren.JPG,3.06,3.49,3.31,3.286666666666667,3.286666666666667,CEAT,165/70 R14,moderate,,Replace Soon
IMG_9027 - Viren Viren.JPG,3.07,2.58,1.84,2.4966666666666666,2.4966666666666666,CEAT,165/70 R14,moderate,,Replace Soon
IMG_9030 - Viren Viren.JPG,5.05,5.3,4.94,5.096666666666667,5.096666666666667,Bridgestone,195/65 R15,safe,,Moderate
IMG_9033 - Viren Viren.JPG,4.37,5.04,4.5,4.636666666666667,4.636666666666667,Bridgestone,195/65 R15,safe,,Moderate
IMG_9036 - Viren Viren.JPG,4.88,5.24,4.96,5.026666666666667,5.026666666666667,Bridgestone,195/65 R15,safe,2023.0,Moderate
IMG_9039 - Viren Viren.JPG,4.95,4.69,5.03,4.890000000000001,4.890000000000001,Bridgestone,195/65 R15,safe,,Moderate
IMG_9042 - Viren Viren.JPG,6.17,6.82,6.83,5.84,6.415,Apollo,215/60 R17,safe,2025.0,Good
IMG_9045 - Viren Viren.JPG,6.26,7.03,6.82,6.05,6.54,Apollo,215/60 R17,safe,2025.0,Good
IMG_9048 - Viren Viren.JPG,6.49,7.63,7.32,6.75,7.0475,Apollo,215/60 R17,safe,2025.0,Good
IMG_9051 - Viren Viren.JPG,6.48,7.41,7.25,6.67,6.952500000000001,Apollo,215/60 R17,safe,2025.0,Good
IMG_9054 - Viren Viren.JPG,3.93,3.81,4.0,3.65,3.8475,CEAT,215/60 R16,moderate,2021.0,Replace Soon
IMG_9057 - Viren Viren.JPG,2.69,3.25,3.69,2.87,3.125,CEAT,215/60 R16,moderate,2021.0,Replace Soon
IMG_9060 - Viren Viren.JPG,3.55,3.93,4.04,4.04,3.8899999999999997,CEAT,215/60 R16,moderate,2021.0,Replace Soon
IMG_9063 - Viren Viren.JPG,4.16,4.21,4.52,4.39,4.32,CEAT,215/60 R16,safe,2021.0,Moderate
IMG_9066 - Viren Viren.JPG,6.64,7.17,7.36,6.98,7.0375,Apollo,215/60 R17,safe,2025.0,Good
IMG_9069 - Viren Viren.JPG,6.5,6.97,6.93,6.69,6.7725,Apollo,215/60 R17,safe,2025.0,Good
IMG_9072 - Viren Viren.JPG,6.9,7.09,7.22,6.46,6.9175,Apollo,215/60 R17,safe,2025.0,Good
IMG_9075 - Viren Viren.JPG,5.87,6.7,6.55,5.93,6.2625,Apollo,215/60 R17,safe,2025.0,Good
IMG_9079 - Viren Viren.JPG,3.86,3.0,3.4299999999999997,3.4299999999999997,3.4299999999999997,Goodyear,155/80 R13,moderate,2024.0,Replace Soon
IMG_9084 - Viren Viren.JPG,2.47,2.91,2.6900000000000004,2.69,2.69,Goodyear,155/80 R13,moderate,2026.0,Replace Soon
IMG_9087 - Viren Viren.JPG,3.77,3.6,3.84,3.736666666666667,3.736666666666667,Michelin,195/65 R15,moderate,2018.0,Replace Soon
IMG_9090 - Viren Viren.JPG,4.49,4.77,4.05,4.4366666666666665,4.4366666666666665,Bridgestone,185/65 R15,safe,2023.0,Moderate
IMG_9094 - Viren Viren.JPG,0.2,0.1,0.69,0.33,0.33,Kelly,165/80 R14,replace,2022.0,Dangerous
IMG_9097 - Viren Viren.JPG,3.98,3.52,4.01,3.8366666666666664,3.8366666666666664,Kelly,165/80 R14,moderate,2024.0,Replace Soon
IMG_9101 - Viren Viren.JPG,5.66,5.84,5.45,5.6499999999999995,5.6499999999999995,Bridgestone,165/70 R14,safe,2025.0,Moderate
IMG_9104 - Viren Viren.JPG,5.8,5.78,5.37,5.6499999999999995,5.6499999999999995,Bridgestone,165/70 R14,safe,2025.0,Moderate
IMG_9107 - Viren Viren.JPG,5.29,5.67,5.52,5.493333333333333,5.493333333333333,Bridgestone,165/70 R14,safe,2025.0,Moderate
IMG_9110 - Viren Viren.JPG,3.05,3.69,3.15,2.33,3.055,MRF,215/60 R16,moderate,2018.0,Replace Soon
IMG_9113 - Viren Viren.JPG,0.94,0.68,1.23,2.08,1.2325,MRF,215/60 R16,replace,2019.0,Dangerous
IMG_9116 - Viren Viren.JPG,4.55,4.91,4.49,4.65,4.65,MRF,185/65 R15,safe,2019.0,Moderate
IMG_9119 - Viren Viren.JPG,4.6,5.22,4.96,4.926666666666667,4.926666666666667,MRF,185/65 R15,safe,2024.0,Moderate
IMG_9123 - Viren Viren.JPG,5.13,4.89,5.58,5.2,5.2,MRF,185/65 R15,safe,,Moderate
IMG_9126 - Viren Viren.JPG,5.13,5.73,5.24,5.366666666666667,5.366666666666667,MRF,185/65 R15,safe,2024.0,Moderate
IMG_9129 - Viren Viren.JPG,5.66,5.87,5.75,5.760000000000001,5.760000000000001,Apollo,155/65 R14,safe,2023.0,Moderate
IMG_9132 - Viren Viren.JPG,3.35,4.58,4.3,4.076666666666667,4.076666666666667,Apollo,155/65 R14,safe,,Moderate
IMG_9135 - Viren Viren.JPG,4.13,4.73,4.28,4.38,4.38,Apollo,155/65 R14,safe,,Moderate
IMG_9138 - Viren Viren.JPG,4.23,5.54,4.84,4.87,4.87,Apollo,155/65 R14,safe,,Moderate
IMG_9200 - Viren Viren.JPG,3.87,3.08,3.84,4.46,3.8125,Apollo,215/60 R17,moderate,2022.0,Replace Soon
IMG_9301 - Viren Viren.JPG,5.35,5.83,5.82,5.0,5.5,Apollo,195/55 R16,safe,2022.0,Moderate
IMG_9304 - Viren Viren.JPG,0.66,1.18,1.12,0.34,0.825,Yokohama,165/80 R14,replace,2019.0,Dangerous
IMG_9307 - Viren Viren.JPG,0.69,0.36,1.14,0.37,0.6399999999999999,Yokohama,165/80 R14,replace,2019.0,Dangerous
IMG_9310 - Viren Viren.JPG,6.69,7.45,7.18,6.24,6.890000000000001,Apollo,185/70 R15,safe,2024.0,Good
IMG_9314 - Viren Viren.JPG,6.7,6.41,6.61,6.31,6.507499999999999,Apollo,185/70 R15,safe,2024.0,Good
IMG_9317 - Viren Viren.JPG,6.89,7.46,7.34,6.51,7.049999999999999,Apollo,185/70 R15,safe,2024.0,Good
IMG_9320 - Viren Viren.JPG,6.57,7.21,7.22,6.46,6.865,Apollo,185/70 R15,safe,2024.0,Good
IMG_9323 - Viren Viren.JPG,7.87,7.27,7.27,7.03,7.36,Bridgestone,255/55 R18,safe,2025.0,Good
IMG_9326[1] - Viren Viren.JPG,5.9,7.5,7.51,6.57,6.87,Bridgestone,255/55 R18,safe,2026.0,Good
IMG_9329 - Viren Viren.JPG,5.81,7.34,6.68,6.91,6.685,Bridgestone,255/55 R18,safe,2025.0,Good
IMG_9332 - Viren Viren.JPG,3.34,3.87,3.94,3.29,3.6100000000000003,Goodyear,205/65 R16,moderate,,Replace Soon
IMG_9335 - Viren Viren.JPG,3.62,4.06,4.35,4.07,4.025,Bridgestone,255/55 R18,safe,2025.0,Moderate
IMG_9344 - Viren Viren.JPG,3.01,3.4,3.32,3.4,3.2825,MRF,215/60 R16,moderate,2022.0,Replace Soon
IMG_9347 - Viren Viren.JPG,3.19,3.66,3.71,4.02,3.6449999999999996,Goodyear,205/65 R16,moderate,,Replace Soon
IMG_9350 - Viren Viren.JPG,3.17,3.62,3.46,3.45,3.425,MRF,215/60 R16,moderate,2022.0,Replace Soon
IMG_9353 - Viren Viren.JPG,3.13,3.4,3.37,2.99,3.2224999999999997,MRF,215/60 R16,moderate,2022.0,Replace Soon
IMG_9356 - Viren Viren.JPG,3.2,3.39,3.5,2.88,3.2424999999999997,MRF,215/60 R16,moderate,2023.0,Replace Soon
IMG_9359 - Viren Viren.JPG,4.43,4.44,4.26,4.376666666666667,4.376666666666667,Goodyear,185/65 R15,safe,2024.0,Moderate
IMG_9362 - Viren Viren.JPG,5.18,5.44,4.86,5.16,5.16,Goodyear,185/65 R15,safe,2024.0,Moderate
IMG_9365 - Viren Viren.JPG,3.95,4.24,4.07,4.086666666666667,4.086666666666667,Goodyear,185/65 R15,safe,2024.0,Moderate
IMG_9368 - Viren Viren.JPG,4.9,5.01,4.57,4.826666666666667,4.826666666666667,Goodyear,185/65 R15,safe,2024.0,Moderate
IMG_9371 - Viren Viren.JPG,3.44,3.86,3.2,3.35,3.4625,CEAT,215/60 R16,moderate,2024.0,Replace Soon
IMG_9374 - Viren Viren.JPG,4.27,4.52,4.64,4.83,4.5649999999999995,CEAT,215/60 R16,safe,2024.0,Moderate
IMG_9377 - Viren Viren.JPG,4.66,5.38,5.17,4.82,5.0075,CEAT,215/60 R16,safe,2024.0,Moderate
IMG_9380 - Viren Viren.JPG,3.8,4.13,4.48,4.15,4.140000000000001,CEAT,215/60 R16,safe,2024.0,Moderate
IMG_9383 - Viren Viren.JPG,5.06,5.89,5.1,5.349999999999999,5.349999999999999,CEAT,185/70 R15,safe,2024.0,Moderate
IMG_9386 - Viren Viren.JPG,4.71,5.31,4.94,4.986666666666667,4.986666666666667,CEAT,185/70 R15,safe,2024.0,Moderate
IMG_9389 - Viren Viren.JPG,5.19,5.78,5.73,5.566666666666667,5.566666666666667,CEAT,185/70 R15,safe,2024.0,Moderate
IMG_9392 - Viren Viren.JPG,4.61,4.42,4.72,4.53,4.57,CEAT,205/55 R16,safe,,Moderate
IMG_9395 - Viren Viren.JPG,2.21,2.27,2.24,2.24,2.24,Apollo,165/70 R14,moderate,,Replace Soon
