image_id,sidewall_image_id,tread_1,tread_2,tread_3,tread_4,tread_average,brand,tire_model,tire_size,condition,condition_id,wear_pattern,wear_class_6,health_score,health_norm,remaining_life_km,remaining_life_norm,remaining_life_pred,replacement_urgency,risk_score,risk_level,replace_recommended,manufacture_week,manufacture_year,ocr_confidence,tube_type,image_path,front_image_path,sidewall_image_path,dataset_front_path,dataset_sidewall_path,has_image,has_sidewall_image,feature_tread_spread,feature_center_edge_gap
IMG_7496[1] - Viren Viren.JPG,IMG_7497[1] - Viren Viren.JPG,1.6,1.81,1.55,1.6533333333333333,1.6533333333333333,Bridgestone,STURDO,175/65 R14,moderate,1,even,3,4.21,0.421,667.0,0.0083375,0.8333333333333317,Immediate,50,MODERATE,True,2.0,2020.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7496[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7496[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7497[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7496[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7497[1] - Viren Viren.JPG,True,True,0.053333335,0.053333335
IMG20260406113521 - Viren Viren.jpg,,8.0,8.0,8.0,8.0,8.0,Unknown,,Unknown,safe,0,even,3,9.7,0.97,80000.0,1.0,100.0,Low,0,LOW,False,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260406113521 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260406113521 - Viren Viren.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260406113521 - Viren Viren.jpg,,True,False,0.0,0.0
IMG_9983 - Viren Viren.JPG,IMG_9984 - Viren Viren.JPG,3.58,4.78,4.76,4.42,4.385,JK Tyre,ULTIMA-NEO,155/65 R14,safe,0,center_wear,0,6.34,0.634,34812.0,0.43515,43.51562499999999,Medium,20,LOW,False,32.0,2019.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9983 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9983 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_9984 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_9983 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9984 - Viren Viren.JPG,True,True,0.84,0.77
IMG_9048 - Viren Viren.JPG,IMG_9049 - Viren Viren.JPG,6.49,7.63,7.32,6.75,7.0475,Apollo,apterra cross,215/60 R17,safe,0,center_wear,0,8.7,0.87,68094.0,0.851175,85.11718749999999,Low,0,LOW,False,30.0,2025.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9048 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9048 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_9049 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_9048 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9049 - Viren Viren.JPG,True,True,0.26,0.855
IMG20260128122230.jpg,,2.3,2.57,1.93,2.266666666666666,2.266666666666666,Unknown,,Unknown,moderate,1,uneven_wear,2,4.27,0.427,8333.0,0.1041625,10.416666666666657,Immediate,50,MODERATE,True,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260128122230.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260128122230.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260128122230.jpg,,True,False,0.033333335,-0.033333335
IMG_8853 - Viren Viren.JPG,IMG_8854 - Viren Viren.JPG,4.24,5.02,5.0,4.753333333333333,4.753333333333333,MRF,ZVTV,175/65 R14,safe,0,center_wear,0,6.54,0.654,39417.0,0.4927125,49.27083333333332,Medium,20,LOW,False,27.0,2018.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8853 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8853 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8854 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8853 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8854 - Viren Viren.JPG,True,True,0.5133333,0.5133333
IMG20260330125546 - Viren Viren.jpg,,8.0,8.0,8.0,8.0,8.0,Unknown,,Unknown,safe,0,even,3,9.7,0.97,80000.0,1.0,100.0,Low,0,LOW,False,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330125546 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330125546 - Viren Viren.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260330125546 - Viren Viren.jpg,,True,False,0.0,0.0
IMG20260121113853.jpg,,0.58,0.58,0.58,0.58,0.58,Unknown,,Unknown,replace,2,critical_wear,5,1.36,0.136,0.0,0.0,0.0,Immediate,85,CRITICAL,True,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260121113853.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260121113853.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260121113853.jpg,,True,False,0.0,0.0
IMG_0277 - Viren Viren.JPG,IMG_0278 - Viren Viren.JPG,5.42,5.67,5.5,5.53,5.53,JK Tyre,ULTIMA-NEO,145/80 R13,safe,0,even,3,8.16,0.816,49125.0,0.6140625,61.40624999999999,Medium,0,LOW,False,45.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0277 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0277 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_0278 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_0277 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_0278 - Viren Viren.JPG,True,True,0.11,0.11
IMG_8814 - Viren Viren.JPG,IMG_8815 - Viren Viren.JPG,5.66,5.38,4.97,5.336666666666666,5.336666666666666,Bridgestone,S248,145/80 R12,safe,0,uneven_wear,2,7.24,0.724,46708.0,0.58385,58.38541666666666,Medium,20,LOW,False,52.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8814 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8814 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_8815 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8814 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8815 - Viren Viren.JPG,True,True,0.32333332,-0.32333332
IMG_8197[1] - Viren Viren.JPG,IMG_8196[1] - Viren Viren.JPG,1.33,0.95,1.09,1.1233333333333333,1.1233333333333333,Goodyear,CENAV,155/80 R13,replace,2,critical_wear,5,1.7,0.17,0.0,0.0,0.0,Immediate,85,CRITICAL,True,,,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8197[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8197[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8196[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8197[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8196[1] - Viren Viren.JPG,True,True,0.20666666,-0.20666666
IMG_7490[1] - Viren Viren.JPG,IMG_7491[1] - Viren Viren.JPG,0.34,0.27,0.36,0.32333333333333336,0.32333333333333336,Apollo,aMAZER 3G MAXX,165/80 R14,replace,2,critical_wear,5,1.2,0.12,0.0,0.0,0.0,Immediate,85,CRITICAL,True,30.0,2022.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7490[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7490[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7491[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7490[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7491[1] - Viren Viren.JPG,True,True,0.016666668,-0.016666668
IMG_0053 - Viren Viren.JPG,IMG_0054 - Viren Viren.JPG,2.93,3.85,3.38,3.3866666666666667,3.3866666666666667,CEAT,securadrive,185/70 R15,moderate,1,uneven_wear,2,4.97,0.497,22333.0,0.2791625,27.91666666666666,High,20,LOW,True,48.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0053 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0053 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_0054 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_0053 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_0054 - Viren Viren.JPG,True,True,0.45666668,0.45666668
IMG_9119 - Viren Viren.JPG,IMG_9120 - Viren Viren.JPG,4.6,5.22,4.96,4.926666666666667,4.926666666666667,MRF,ZVTV  ecotread,185/65 R15,safe,0,uneven_wear,2,6.98,0.698,41583.0,0.5197875,51.979166666666664,Medium,20,LOW,False,44.0,2024.0,0.95,TUBELESS,,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_9120 - Viren Viren.JPG,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9120 - Viren Viren.JPG,False,True,0.32666665,0.32666665
IMG_9347 - Viren Viren.JPG,IMG_9348 - Viren Viren.JPG,3.19,3.66,3.71,4.02,3.6449999999999996,Goodyear,Assurance triplemax,205/65 R16,moderate,1,uneven_wear,2,5.13,0.513,25562.0,0.319525,31.95312499999999,High,20,LOW,True,,,0.3,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9347 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9347 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_9348 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_9347 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9348 - Viren Viren.JPG,True,True,0.83,0.08
IMG_8972 - Viren Viren.JPG,IMG_8973 - Viren Viren.JPG,3.64,3.48,3.45,3.56,3.5325,Apollo,Alnac 4G,215/60 R17,moderate,1,even,3,5.86,0.586,24156.0,0.30195,30.1953125,High,0,LOW,True,19.0,2023.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8972 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8972 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8973 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8972 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8973 - Viren Viren.JPG,True,True,0.08,-0.135
Copy of IMG20251218153445.jpg,,4.4,5.57,4.98,4.983333333333333,4.983333333333333,Unknown,,Unknown,safe,0,center_wear,0,7.41,0.741,42292.0,0.52865,52.86458333333333,Medium,0,LOW,False,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\Copy of IMG20251218153445.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\Copy of IMG20251218153445.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\Copy of IMG20251218153445.jpg,,True,False,0.5833333,0.5833333
IMG20260330125615 - Viren Viren.jpg,,8.0,8.0,8.0,8.0,8.0,Unknown,,Unknown,safe,0,even,3,9.7,0.97,80000.0,1.0,100.0,Low,0,LOW,False,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330125615 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330125615 - Viren Viren.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260330125615 - Viren Viren.jpg,,True,False,0.0,0.0
IMG_9995 - Viren Viren.JPG,IMG_9996 - Viren Viren.JPG,6.23,6.0,6.49,6.239999999999999,6.239999999999999,MRF,ZVTV,175/65 R14,safe,0,even,3,8.6,0.86,58000.0,0.725,72.49999999999997,Low,0,LOW,False,36.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9995 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9995 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_9996 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_9995 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9996 - Viren Viren.JPG,True,True,0.01,0.01
IMG_7463[1] - Viren Viren.JPG,IMG_7464[1] - Viren Viren.JPG,3.7,3.72,3.45,3.6233333333333335,3.6233333333333335,MRF,ZLX,155/65 R14,moderate,1,even,3,5.91,0.591,25292.0,0.31615,31.614583333333336,High,0,LOW,True,19.0,2025.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7463[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7463[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7464[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7463[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7464[1] - Viren Viren.JPG,True,True,0.07666667,-0.07666667
IMG_8862 - Viren Viren.JPG,IMG_8863 - Viren Viren.JPG,4.69,3.02,2.44,3.3833333333333333,3.3833333333333333,JK Tyre,TAXIMAX,155/80/R13,moderate,1,edge_wear,1,5.06,0.506,22292.0,0.27865,27.864583333333332,High,20,LOW,True,9.0,2022.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8862 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8862 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8863 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_8862 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_8863 - Viren Viren.JPG,True,True,1.3066666,-1.3066666
IMG_9655 - Ubaid Elahi Baba.JPG,IMG_9656 - Ubaid Elahi Baba.JPG,2.84,2.98,2.97,2.93,2.93,Bridgestone,B290,175/65 R14,moderate,1,even,3,5.48,0.548,16625.0,0.2078125,20.78125,High,30,MODERATE,True,11.0,2022.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9655 - Ubaid Elahi Baba.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9655 - Ubaid Elahi Baba.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_9656 - Ubaid Elahi Baba.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_9655 - Ubaid Elahi Baba.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9656 - Ubaid Elahi Baba.JPG,True,True,0.09,0.09
IMG_9310 - Viren Viren.JPG,IMG_9312 - Viren Viren.JPG,6.69,7.45,7.18,6.24,6.890000000000001,Apollo,Alnac 4G,185/70 R15,safe,0,center_wear,0,8.61,0.861,66125.0,0.8265625,82.65625000000001,Low,0,LOW,False,46.0,2024.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9310 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9310 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_9312 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_9310 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_9312 - Viren Viren.JPG,True,True,0.45,0.85
IMG20260330120746 - Viren Viren.jpg,,2.95,3.13,2.84,2.18,2.775,Unknown,,Unknown,moderate,1,uneven_wear,2,4.58,0.458,14687.0,0.1835875,18.359374999999996,Immediate,50,MODERATE,True,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120746 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260330120746 - Viren Viren.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260330120746 - Viren Viren.jpg,,True,False,0.77,0.42
IMG_19022626 - Viren Viren.jpg,IMG_19022673 - Viren Viren.jpg,2.33,2.36,2.4,2.3633333333333333,2.3633333333333333,Bridgestone,Ecopia EP150,165/80 R14,moderate,1,even,3,5.13,0.513,9542.0,0.119275,11.92708333333333,Immediate,30,MODERATE,True,11.0,2029.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_19022626 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_19022626 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_19022673 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_19022626 - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_19022673 - Viren Viren.jpg,True,True,0.033333335,0.033333335
IMG_7582[1] - Viren Viren.JPG,IMG_7583[1] - Viren Viren.JPG,1.55,1.82,1.9,1.7,1.7425,Apollo,Alnac 4g,195/55 R16,moderate,1,even,3,4.74,0.474,1781.0,0.0222625,2.226562499999998,Immediate,30,MODERATE,True,8.0,2022.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7582[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7582[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7583[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7582[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7583[1] - Viren Viren.JPG,True,True,0.15,0.235
IMG_7903[1] - Viren Viren.JPG,IMG_7904[1] - Viren Viren.JPG,1.26,1.24,1.25,1.25,1.25,MRF,ZVTS,185/65 R14,replace,2,critical_wear,5,1.6,0.16,0.0,0.0,0.0,Immediate,100,CRITICAL,True,35.0,2017.0,0.95,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7903[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_7903[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7904[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_7903[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_7904[1] - Viren Viren.JPG,True,True,0.01,-0.01
IMG20260325154313[1] - Viren Viren.jpg,,3.77,3.92,3.8449999999999998,3.845,3.845,Unknown,,Unknown,moderate,1,even,3,6.05,0.605,28062.0,0.350775,35.078125,High,0,LOW,True,,,0.3,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154313[1] - Viren Viren.jpg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG20260325154313[1] - Viren Viren.jpg,,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG20260325154313[1] - Viren Viren.jpg,,True,False,0.075,0.075
IMG_0056 - Viren Viren.JPG,IMG_0057 - Viren Viren.JPG,6.24,6.01,6.16,6.136666666666667,6.136666666666667,MRF,EcoTread GCA1,165/80 R14,safe,0,even,3,8.54,0.854,56708.0,0.70885,70.88541666666667,Low,0,LOW,False,,,0.3,TUBELESS,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0056 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_0056 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_0057 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\front_view\IMG_0056 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\images\sidewall\IMG_0057 - Viren Viren.JPG,True,True,0.10333333,-0.10333333
