image_id,tread_depth_pred,health_score_pred,remaining_life_pred,wear_pattern_pred,risk_level,replacement_urgency
IMG_8890 - Viren Viren.JPG,7.3025,8.46,89.10156250000001,uneven_wear,LOW,Low
IMG_8893 - Viren Viren.JPG,7.2275,9.22,87.92968749999999,even,LOW,Low
IMG_8896 - Viren Viren.JPG,6.945,8.64,83.515625,center_wear,LOW,Low
IMG_8899 - Viren Viren.JPG,7.202500000000001,9.2,87.53906250000001,even,LOW,Low
IMG_8903 - Viren Viren.JPG,7.132499999999999,9.16,86.44531249999999,even,LOW,Low
IMG_8906 - Viren Viren.JPG,6.74,8.11,80.31250000000001,uneven_wear,LOW,Low
IMG_8909 - Viren Viren.JPG,7.262499999999999,9.24,88.47656249999999,even,LOW,Low
IMG_8912 - Viren Viren.JPG,6.9625,8.25,83.78906250000001,uneven_wear,LOW,Low
IMG_8916 - Viren Viren.JPG,6.905,9.02,82.890625,even,LOW,Low
IMG_8919 - Viren Viren.JPG,7.21,9.21,87.65624999999999,even,LOW,Low
IMG_8781 - Viren Viren.JPG,6.676666666666667,8.87,79.32291666666666,even,LOW,Low
IMG_8784 - Viren Viren.JPG,7.836666666666666,9.6,97.44791666666666,even,LOW,Low
IMG_8787 - Viren Viren.JPG,6.426666666666666,7.92,75.41666666666666,uneven_wear,LOW,Low
IMG_8790 - Viren Viren.JPG,5.5,7.74,60.9375,center_wear,LOW,Medium
IMG_8793 - Viren Viren.JPG,5.4875,7.73,60.742187499999986,center_wear,LOW,Medium
IMG_8796 - Viren Viren.JPG,2.3533333333333335,4.72,11.770833333333334,center_wear,MODERATE,Immediate
IMG_8799 - Viren Viren.JPG,5.5625,7.78,61.9140625,center_wear,LOW,Medium
IMG_8802 - Viren Viren.JPG,6.0675,8.09,69.80468749999999,center_wear,LOW,Medium
IMG_8805 - Viren Viren.JPG,2.3866666666666667,4.34,12.291666666666666,uneven_wear,MODERATE,Immediate
IMG_8808 - Viren Viren.JPG,3.06,5.56,22.8125,even,LOW,High
IMG_8811 - Viren Viren.JPG,2.8699999999999997,5.44,19.843749999999993,even,MODERATE,Immediate
IMG_8814 - Viren Viren.JPG,5.336666666666666,7.24,58.38541666666666,uneven_wear,LOW,Medium
IMG_8817 - Viren Viren.JPG,1.7433333333333332,3.55,2.2395833333333295,uneven_wear,HIGH,Immediate
IMG_8820 - Viren Viren.JPG,5.6066666666666665,7.4,62.60416666666665,uneven_wear,LOW,Medium
IMG_8939 - Viren Viren.JPG,4.1175,7.27,39.33593749999999,even,LOW,High
IMG_8942 - Viren Viren.JPG,4.1925,6.52,40.50781249999999,uneven_wear,LOW,Medium
IMG_8945 - Viren Viren.JPG,4.1275,7.28,39.4921875,even,LOW,High
IMG_8948 - Viren Viren.JPG,4.41,6.66,43.90625,uneven_wear,LOW,Medium
IMG_8951 - Viren Viren.JPG,6.080000000000001,8.5,70.0,even,LOW,Medium
IMG_8954 - Viren Viren.JPG,6.376666666666666,8.29,74.63541666666664,center_wear,LOW,Low
IMG_8957 - Viren Viren.JPG,6.316666666666666,7.85,73.69791666666666,uneven_wear,LOW,Low
IMG_8960 - Viren Viren.JPG,6.286666666666666,8.63,73.22916666666664,even,LOW,Low
IMG_8963 - Viren Viren.JPG,3.4275,4.99,28.554687499999996,uneven_wear,LOW,High
IMG_8966 - Viren Viren.JPG,5.6425,8.23,63.16406250000001,even,LOW,Medium
IMG_8969 - Viren Viren.JPG,5.2425,7.18,56.91406249999999,uneven_wear,LOW,Medium
IMG_8972 - Viren Viren.JPG,3.5325,5.86,30.1953125,even,LOW,High
IMG_8975 - Viren Viren.JPG,5.443333333333334,8.1,60.05208333333334,even,LOW,Medium
IMG_8978 - Viren Viren.JPG,6.086666666666667,8.5,70.10416666666666,even,LOW,Low
IMG_8981 - Viren Viren.JPG,5.963333333333334,8.43,68.17708333333333,even,LOW,Medium
IMG_8984 - Viren Viren.JPG,5.760000000000001,7.5,65.0,uneven_wear,LOW,Medium
IMG_8987 - Viren Viren.JPG,5.54,7.46,61.5625,edge_wear,LOW,Medium
IMG_8990 - Viren Viren.JPG,1.8833333333333335,3.99,4.427083333333335,center_wear,MODERATE,Immediate
IMG_8993 - Viren Viren.JPG,4.013333333333333,6.49,37.70833333333332,even,LOW,High
IMG_8996 - Viren Viren.JPG,6.057499999999999,8.49,69.6484375,even,LOW,Medium
IMG_8999 - Viren Viren.JPG,4.6450000000000005,7.2,47.57812500000001,center_wear,LOW,Medium
IMG_9003 - Viren Viren.JPG,4.7375,7.26,49.02343749999999,center_wear,LOW,Medium
IMG_9006 - Viren Viren.JPG,4.8774999999999995,7.35,51.210937499999986,center_wear,LOW,Medium
IMG_9009 - Viren Viren.JPG,4.825,6.92,50.390625,uneven_wear,LOW,Medium
IMG_9012 - Viren Viren.JPG,5.1850000000000005,7.54,56.015625,center_wear,LOW,Medium
IMG_9015 - Viren Viren.JPG,5.28,7.6,57.49999999999999,center_wear,LOW,Medium
IMG_9018 - Viren Viren.JPG,5.71,7.87,64.21874999999999,center_wear,LOW,Medium
IMG_9021 - Viren Viren.JPG,3.36,5.75,27.499999999999996,even,LOW,High
IMG_9024 - Viren Viren.JPG,3.286666666666667,5.7,26.354166666666668,even,LOW,High
IMG_9027 - Viren Viren.JPG,2.4966666666666666,4.51,14.010416666666664,edge_wear,MODERATE,Immediate
IMG_9030 - Viren Viren.JPG,5.096666666666667,7.89,54.63541666666666,even,LOW,Medium
IMG_9033 - Viren Viren.JPG,4.636666666666667,6.8,47.447916666666664,uneven_wear,LOW,Medium
IMG_9036 - Viren Viren.JPG,5.026666666666667,7.84,53.54166666666668,even,LOW,Medium
IMG_9039 - Viren Viren.JPG,4.890000000000001,7.76,51.40625000000001,even,LOW,Medium
IMG_9042 - Viren Viren.JPG,6.415,8.31,75.23437499999999,center_wear,LOW,Low
IMG_9045 - Viren Viren.JPG,6.54,8.39,77.18749999999999,center_wear,LOW,Low
IMG_9048 - Viren Viren.JPG,7.0475,8.7,85.11718749999999,center_wear,LOW,Low
IMG_9051 - Viren Viren.JPG,6.952500000000001,8.65,83.63281250000001,center_wear,LOW,Low
IMG_9054 - Viren Viren.JPG,3.8475,6.05,35.1171875,even,LOW,High
IMG_9057 - Viren Viren.JPG,3.125,5.2,23.828124999999996,center_wear,LOW,High
IMG_9060 - Viren Viren.JPG,3.8899999999999997,6.08,35.78124999999999,even,LOW,High
IMG_9063 - Viren Viren.JPG,4.32,7.4,42.5,even,LOW,Medium
IMG_9066 - Viren Viren.JPG,7.0375,8.3,84.9609375,uneven_wear,LOW,Low
IMG_9069 - Viren Viren.JPG,6.7725,8.93,80.82031249999999,even,LOW,Low
IMG_9072 - Viren Viren.JPG,6.9175,8.22,83.0859375,uneven_wear,LOW,Low
IMG_9075 - Viren Viren.JPG,6.2625,8.21,72.85156249999999,center_wear,LOW,Low
IMG_9079 - Viren Viren.JPG,3.4299999999999997,4.99,28.59374999999999,uneven_wear,LOW,High
IMG_9084 - Viren Viren.JPG,2.69,5.33,17.031249999999996,even,MODERATE,Immediate
IMG_9087 - Viren Viren.JPG,3.736666666666667,5.39,33.385416666666664,even,LOW,High
IMG_9090 - Viren Viren.JPG,4.4366666666666665,6.67,44.322916666666664,uneven_wear,LOW,Medium
IMG_9094 - Viren Viren.JPG,0.33,1.21,0.0,critical_wear,CRITICAL,Immediate
IMG_9097 - Viren Viren.JPG,3.8366666666666664,6.05,34.947916666666664,even,LOW,High
IMG_9101 - Viren Viren.JPG,5.6499999999999995,8.23,63.28124999999998,even,LOW,Medium
IMG_9104 - Viren Viren.JPG,5.6499999999999995,8.23,63.28124999999998,even,LOW,Medium
IMG_9107 - Viren Viren.JPG,5.493333333333333,8.13,60.83333333333333,even,LOW,Medium
IMG_9110 - Viren Viren.JPG,3.055,4.64,22.734375,center_wear,LOW,High
IMG_9113 - Viren Viren.JPG,1.2325,1.59,0.0,critical_wear,CRITICAL,Immediate
IMG_9116 - Viren Viren.JPG,4.65,6.85,47.65625,even,LOW,Medium
IMG_9119 - Viren Viren.JPG,4.926666666666667,6.98,51.979166666666664,uneven_wear,LOW,Medium
IMG_9123 - Viren Viren.JPG,5.2,7.15,56.25,uneven_wear,LOW,Medium
IMG_9126 - Viren Viren.JPG,5.366666666666667,7.25,58.85416666666667,uneven_wear,LOW,Medium
IMG_9129 - Viren Viren.JPG,5.760000000000001,8.3,65.0,even,LOW,Medium
IMG_9132 - Viren Viren.JPG,4.076666666666667,6.85,38.69791666666667,center_wear,LOW,High
IMG_9135 - Viren Viren.JPG,4.38,6.64,43.43749999999999,uneven_wear,LOW,Medium
IMG_9138 - Viren Viren.JPG,4.87,7.34,51.09374999999999,center_wear,LOW,Medium
IMG_9200 - Viren Viren.JPG,3.8125,5.33,34.57031249999999,edge_wear,LOW,High
IMG_9301 - Viren Viren.JPG,5.5,7.74,60.9375,center_wear,LOW,Medium
IMG_9304 - Viren Viren.JPG,0.825,1.37,0.0,critical_wear,CRITICAL,Immediate
IMG_9307 - Viren Viren.JPG,0.6399999999999999,1.26,0.0,critical_wear,CRITICAL,Immediate
IMG_9310 - Viren Viren.JPG,6.890000000000001,8.61,82.65625000000001,center_wear,LOW,Low
IMG_9314 - Viren Viren.JPG,6.507499999999999,8.77,76.67968749999999,even,LOW,Low
IMG_9317 - Viren Viren.JPG,7.049999999999999,8.71,85.15624999999999,center_wear,LOW,Low
IMG_9320 - Viren Viren.JPG,6.865,8.59,82.26562500000001,center_wear,LOW,Low
IMG_9323 - Viren Viren.JPG,7.36,8.5,89.99999999999999,uneven_wear,LOW,Low
IMG_9326[1] - Viren Viren.JPG,6.87,8.59,82.34375,center_wear,LOW,Low
IMG_9329 - Viren Viren.JPG,6.685,8.48,79.45312499999999,center_wear,LOW,Low
IMG_9332 - Viren Viren.JPG,3.6100000000000003,5.51,31.406250000000004,center_wear,LOW,High
IMG_9335 - Viren Viren.JPG,4.025,6.42,37.890625,uneven_wear,LOW,High
IMG_9344 - Viren Viren.JPG,3.2825,5.7,26.2890625,even,LOW,High
IMG_9347 - Viren Viren.JPG,3.6449999999999996,5.13,31.95312499999999,uneven_wear,LOW,High
IMG_9350 - Viren Viren.JPG,3.425,5.79,28.515624999999993,even,LOW,High
IMG_9353 - Viren Viren.JPG,3.2224999999999997,5.66,25.351562499999993,even,LOW,High
IMG_9356 - Viren Viren.JPG,3.2424999999999997,4.88,25.66406249999999,uneven_wear,LOW,High
IMG_9359 - Viren Viren.JPG,4.376666666666667,7.44,43.385416666666664,even,LOW,Medium
IMG_9362 - Viren Viren.JPG,5.16,7.12,55.625,uneven_wear,LOW,Medium
IMG_9365 - Viren Viren.JPG,4.086666666666667,7.25,38.854166666666664,even,LOW,High
IMG_9368 - Viren Viren.JPG,4.826666666666667,7.72,50.416666666666664,even,LOW,Medium
IMG_9371 - Viren Viren.JPG,3.4625,5.01,29.101562499999993,uneven_wear,LOW,High
IMG_9374 - Viren Viren.JPG,4.5649999999999995,6.75,46.328124999999986,uneven_wear,LOW,Medium
IMG_9377 - Viren Viren.JPG,5.0075,7.43,53.24218750000001,center_wear,LOW,Medium
IMG_9380 - Viren Viren.JPG,4.140000000000001,6.49,39.6875,uneven_wear,LOW,High
IMG_9383 - Viren Viren.JPG,5.349999999999999,7.24,58.59374999999998,uneven_wear,LOW,Medium
IMG_9386 - Viren Viren.JPG,4.986666666666667,7.02,52.916666666666664,uneven_wear,LOW,Medium
IMG_9389 - Viren Viren.JPG,5.566666666666667,7.38,61.97916666666667,uneven_wear,LOW,Medium
IMG_9392 - Viren Viren.JPG,4.57,7.56,46.40625,even,LOW,Medium
IMG_9395 - Viren Viren.JPG,2.24,5.05,10.000000000000002,even,MODERATE,Immediate
IMG_9398 - Viren Viren.JPG,2.263333333333333,4.66,10.36458333333333,center_wear,MODERATE,Immediate
IMG_9404 - Viren Viren.JPG,2.5533333333333332,5.25,14.89583333333333,even,MODERATE,Immediate
IMG_9407 - Viren Viren.JPG,3.1833333333333336,4.84,24.739583333333336,uneven_wear,LOW,High
IMG_9410 - Viren Viren.JPG,2.953333333333333,4.7,21.14583333333333,uneven_wear,MODERATE,High
IMG_9413 - Viren Viren.JPG,7.3525,9.3,89.88281249999999,even,LOW,Low
IMG_9416 - Viren Viren.JPG,6.965,8.25,83.828125,uneven_wear,LOW,Low
IMG_9419 - Viren Viren.JPG,2.466666666666667,4.67,13.541666666666666,even,MODERATE,Immediate
IMG_9423 - Viren Viren.JPG,4.3500000000000005,6.68,42.96875000000001,even,LOW,Medium
IMG_9426 - Viren Viren.JPG,5.573333333333333,8.18,62.08333333333332,even,LOW,Medium
IMG_9429 - Viren Viren.JPG,5.2700000000000005,7.59,57.34375000000001,center_wear,LOW,Medium
IMG_9433 - Shubham Chodankar.JPG,1.8666666666666665,4.42,4.1666666666666625,center_wear,MODERATE,Immediate
IMG_9498 - Ubaid Elahi Baba.JPG,6.573333333333333,8.81,77.70833333333333,even,LOW,Low
IMG_9628 - Ubaid Elahi Baba.JPG,7.463333333333334,9.36,91.61458333333333,even,LOW,Low
IMG_9631 - Ubaid Elahi Baba.JPG,3.276666666666667,5.7,26.197916666666664,even,LOW,High
IMG_9634 - Ubaid Elahi Baba.JPG,3.425,4.99,28.515624999999993,uneven_wear,LOW,High
IMG_9637 - Ubaid Elahi Baba.JPG,2.94,5.09,20.937499999999996,center_wear,MODERATE,High
IMG_9640 - Ubaid Elahi Baba.JPG,3.5866666666666664,5.89,31.04166666666666,even,LOW,High
IMG_9643 - Ubaid Elahi Baba.JPG,3.3466666666666662,5.74,27.291666666666657,even,LOW,High
IMG_9646 - Ubaid Elahi Baba.JPG,4.7575,7.27,49.3359375,center_wear,LOW,Medium
IMG_9649 - Ubaid Elahi Baba.JPG,6.450000000000001,8.33,75.78125000000003,center_wear,LOW,Low
IMG_9652 - Ubaid Elahi Baba.JPG,2.165,4.2,8.828125,uneven_wear,MODERATE,Immediate
IMG_9655 - Ubaid Elahi Baba.JPG,2.93,5.48,20.78125,even,MODERATE,High
IMG_9658 - Ubaid Elahi Baba.JPG,6.096666666666667,7.71,70.26041666666666,uneven_wear,LOW,Low
IMG_9662 - Ubaid Elahi Baba.JPG,5.59,7.39,62.34375,uneven_wear,LOW,Medium
IMG_9665 - Ubaid Elahi Baba.JPG,6.31,7.84,73.59374999999999,uneven_wear,LOW,Low
IMG_9668 - Ubaid Elahi Baba.JPG,6.613333333333333,8.83,78.33333333333333,even,LOW,Low
IMG_9671 - Ubaid Elahi Baba.JPG,5.933333333333334,7.61,67.70833333333334,uneven_wear,LOW,Medium
IMG_9674 - Ubaid Elahi Baba.JPG,6.956666666666667,9.05,83.69791666666667,even,LOW,Low
IMG_9677 - Ubaid Elahi Baba.JPG,5.603333333333333,8.2,62.55208333333331,even,LOW,Medium
IMG_9680 - Ubaid Elahi Baba.JPG,4.903333333333333,7.76,51.61458333333333,even,LOW,Medium
IMG_9683 - Ubaid Elahi Baba.JPG,4.726666666666667,7.65,48.85416666666666,even,LOW,Medium
IMG_9686 - Ubaid Elahi Baba.JPG,5.966666666666666,7.73,68.22916666666664,edge_wear,LOW,Medium
IMG_9689 - Ubaid Elahi Baba.JPG,5.3999999999999995,8.07,59.374999999999986,even,LOW,Medium
IMG_9692 - Ubaid Elahi Baba.JPG,3.9425,5.31,36.60156249999999,uneven_wear,LOW,High
IMG_9695 - Ubaid Elahi Baba.JPG,5.5525,8.17,61.7578125,even,LOW,Medium
IMG_9698 - Ubaid Elahi Baba.JPG,5.435,8.1,59.92187499999999,even,LOW,Medium
IMG_9701 - Ubaid Elahi Baba.JPG,6.1274999999999995,8.13,70.7421875,center_wear,LOW,Low
IMG_9704 - Ubaid Elahi Baba.JPG,4.6675,7.22,47.9296875,center_wear,LOW,Medium
IMG_9707 - Ubaid Elahi Baba.JPG,4.7675,7.28,49.49218749999999,center_wear,LOW,Medium
IMG_9710 - Ubaid Elahi Baba.JPG,6.2475,8.2,72.61718749999999,center_wear,LOW,Low
IMG_9713 - Ubaid Elahi Baba.JPG,3.5500000000000003,5.87,30.46875,even,LOW,High
IMG_9716 - Ubaid Elahi Baba.JPG,3.82,5.64,34.68749999999999,center_wear,LOW,High
IMG_9719 - Ubaid Elahi Baba.JPG,3.5400000000000005,5.06,30.312500000000004,uneven_wear,LOW,High
IMG_9722 - Ubaid Elahi Baba.JPG,3.9333333333333336,5.31,36.45833333333333,uneven_wear,LOW,High
IMG_9725 - Ubaid Elahi Baba.JPG,3.206666666666667,5.65,25.104166666666668,even,LOW,High
IMG_9729 - Ubaid Elahi Baba.JPG,3.6666666666666665,5.14,32.291666666666664,uneven_wear,LOW,High
IMG_9733 - Ubaid Elahi Baba.JPG,5.206666666666667,7.95,56.35416666666667,even,LOW,Medium
IMG_9736 - Ubaid Elahi Baba.JPG,3.026666666666667,4.74,22.291666666666668,uneven_wear,LOW,High
IMG_9740 - Ubaid Elahi Baba.JPG,3.3800000000000003,4.96,27.8125,uneven_wear,LOW,High
IMG_9744 - Ubaid Elahi Baba.JPG,3.3699999999999997,5.76,27.656249999999993,even,LOW,High
IMG_9747 - Ubaid Elahi Baba.JPG,3.103333333333333,5.59,23.48958333333333,even,LOW,High
IMG_9750 - Ubaid Elahi Baba.JPG,2.69,4.53,17.031249999999996,uneven_wear,MODERATE,Immediate
IMG_9753 - Ubaid Elahi Baba.JPG,3.35,4.94,27.34375,uneven_wear,LOW,High
IMG_9492 - Ubaid Elahi Baba.JPG,3.7900000000000005,5.22,34.21875,uneven_wear,LOW,High
IMG_9501 - Ubaid Elahi Baba.JPG,4.64,7.6,47.49999999999999,even,LOW,Medium
IMG_9504 - Ubaid Elahi Baba.JPG,3.3700000000000006,4.96,27.656250000000004,uneven_wear,LOW,High
IMG_9507 - Ubaid Elahi Baba.JPG,6.44,7.92,75.625,uneven_wear,LOW,Low
IMG_9510 - Ubaid Elahi Baba.JPG,4.88,6.95,51.24999999999999,uneven_wear,LOW,Medium
IMG_9513 - Ubaid Elahi Baba.JPG,6.48,8.75,76.25,even,LOW,Low
IMG_9516 - Ubaid Elahi Baba.JPG,4.416666666666667,6.66,44.01041666666667,uneven_wear,LOW,Medium
IMG_9519 - Ubaid Elahi Baba.JPG,3.165,4.83,24.453124999999996,uneven_wear,LOW,High
IMG_9522 - Ubaid Elahi Baba.JPG,5.305,7.62,57.89062499999999,center_wear,LOW,Medium
IMG_9525 - Ubaid Elahi Baba.JPG,5.4375,8.1,59.9609375,even,LOW,Medium
IMG_9528 - Ubaid Elahi Baba.JPG,5.972499999999999,8.03,68.32031249999999,center_wear,LOW,Medium
IMG_9531 - Ubaid Elahi Baba.JPG,5.416666666666667,8.09,59.635416666666664,even,LOW,Medium
IMG_9534 - Ubaid Elahi Baba.JPG,5.829999999999999,8.34,66.09374999999997,even,LOW,Medium
IMG_9537 - Ubaid Elahi Baba.JPG,6.786666666666666,8.94,81.04166666666664,even,LOW,Low
IMG_9544 - Ubaid Elahi Baba.JPG,5.383333333333333,7.26,59.11458333333333,uneven_wear,LOW,Medium
IMG_9547 - Ubaid Elahi Baba.JPG,6.896666666666666,8.21,82.76041666666664,uneven_wear,LOW,Low
IMG_9550 - Ubaid Elahi Baba.JPG,7.803333333333334,9.58,96.92708333333333,even,LOW,Low
IMG_9553 - Ubaid Elahi Baba.JPG,7.890000000000001,9.63,98.28125000000001,even,LOW,Low
IMG_9556 - Ubaid Elahi Baba.JPG,3.4233333333333333,4.58,28.48958333333333,edge_wear,MODERATE,High
IMG_9559 - Ubaid Elahi Baba.JPG,2.49,5.21,13.90625,even,MODERATE,Immediate
IMG_9562 - Ubaid Elahi Baba.JPG,2.6966666666666668,5.34,17.135416666666668,even,MODERATE,Immediate
IMG_9565 - Ubaid Elahi Baba.JPG,0.3666666666666667,1.23,0.0,critical_wear,CRITICAL,Immediate
IMG_9568 - Ubaid Elahi Baba.JPG,2.21,3.81,9.531249999999998,uneven_wear,HIGH,Immediate
IMG_9571 - Ubaid Elahi Baba.JPG,3.0025,5.53,21.914062499999996,even,LOW,High
IMG_9574 - Ubaid Elahi Baba.JPG,2.0625,3.73,7.226562499999998,uneven_wear,HIGH,Immediate
IMG_9577 - Ubaid Elahi Baba.JPG,3.8866666666666667,4.75,35.729166666666664,uneven_wear,MODERATE,High
IMG_9580 - Ubaid Elahi Baba.JPG,1.1,1.69,0.0,critical_wear,CRITICAL,Immediate
IMG_9583 - Ubaid Elahi Baba.JPG,1.0250000000000001,1.64,0.0,critical_wear,CRITICAL,Immediate
IMG_9586 - Ubaid Elahi Baba.JPG,4.115,7.27,39.296875,even,LOW,High
IMG_9589 - Ubaid Elahi Baba.JPG,6.72,8.9,79.99999999999999,even,LOW,Low
IMG_9592 - Ubaid Elahi Baba.JPG,6.536666666666666,7.99,77.13541666666664,uneven_wear,LOW,Low
IMG_9595 - Ubaid Elahi Baba.JPG,1.3625,1.85,0.0,critical_wear,CRITICAL,Immediate
IMG_9598 - Ubaid Elahi Baba.JPG,1.0074999999999998,1.63,0.0,critical_wear,CRITICAL,Immediate
IMG_9601 - Ubaid Elahi Baba.JPG,1.0925,1.68,0.0,critical_wear,CRITICAL,Immediate
IMG_9604 - Ubaid Elahi Baba.JPG,4.1033333333333335,6.46,39.11458333333333,uneven_wear,LOW,High
IMG_9607 - Ubaid Elahi Baba.JPG,1.8399999999999999,4.4,3.7499999999999964,center_wear,MODERATE,Immediate
IMG_9610 - Ubaid Elahi Baba.JPG,2.1,4.56,7.8125,center_wear,MODERATE,Immediate
IMG_9613 - Ubaid Elahi Baba.JPG,7.5,9.39,92.1875,even,LOW,Low
IMG_9616 - Ubaid Elahi Baba.JPG,7.503333333333333,9.39,92.23958333333331,even,LOW,Low
IMG_9619 - Ubaid Elahi Baba.JPG,7.753333333333334,9.55,96.14583333333334,even,LOW,Low
IMG_9622 - Ubaid Elahi Baba.JPG,7.426666666666667,9.34,91.04166666666666,even,LOW,Low
IMG_9847 - Viren Viren.JPG,4.763333333333333,7.68,49.42708333333332,even,LOW,Medium
IMG_9850 - Viren Viren.JPG,5.86,8.36,66.56249999999999,even,LOW,Medium
IMG_9853 - Viren Viren.JPG,5.7375,8.29,64.64843749999999,even,LOW,Medium
IMG_9856 - Viren Viren.JPG,5.296666666666667,7.21,57.76041666666667,uneven_wear,LOW,Medium
IMG_9859 - Viren Viren.JPG,5.63,7.42,62.968749999999986,uneven_wear,LOW,Medium
IMG_9862 - Viren Viren.JPG,5.3500000000000005,8.04,58.59375,even,LOW,Medium
IMG_9866 - Viren Viren.JPG,1.7566666666666666,4.75,2.4479166666666643,even,MODERATE,Immediate
IMG_9869 - Viren Viren.JPG,5.02,7.84,53.43749999999999,even,LOW,Medium
IMG_9872 - Viren Viren.JPG,5.1466666666666665,7.12,55.41666666666666,uneven_wear,LOW,Medium
IMG_9875 - Viren Viren.JPG,4.216666666666668,6.64,40.88541666666668,edge_wear,LOW,Medium
IMG_9878 - Viren Viren.JPG,2.3575,4.25,11.835937499999998,center_wear,MODERATE,Immediate
IMG_9882 - Viren Viren.JPG,3.455,4.87,28.984374999999996,center_wear,LOW,High
IMG_9885 - Viren Viren.JPG,1.6875,3.51,1.3671874999999987,uneven_wear,HIGH,Immediate
IMG_9888 - Viren Viren.JPG,6.992500000000001,8.67,84.2578125,center_wear,LOW,Low
IMG_9891 - Viren Viren.JPG,7.4575,8.96,91.5234375,center_wear,LOW,Low
IMG_9894 - Viren Viren.JPG,6.92,8.62,83.125,center_wear,LOW,Low
IMG_9897 - Viren Viren.JPG,7.2225,8.81,87.8515625,center_wear,LOW,Low
IMG_9900 - Viren Viren.JPG,6.22,7.79,72.18749999999999,uneven_wear,LOW,Low
IMG_9903 - Viren Viren.JPG,6.833333333333333,8.17,81.77083333333331,uneven_wear,LOW,Low
IMG_9906 - Viren Viren.JPG,6.419999999999999,8.71,75.31249999999997,even,LOW,Low
IMG_9910 - Viren Viren.JPG,2.5375,4.84,14.6484375,center_wear,MODERATE,Immediate
IMG_9913 - Viren Viren.JPG,2.9575,5.1,21.2109375,center_wear,MODERATE,High
IMG_9916 - Viren Viren.JPG,2.815,4.61,18.984374999999996,uneven_wear,MODERATE,Immediate
IMG_9919 - Viren Viren.JPG,3.2275,5.27,25.429687499999996,center_wear,LOW,High
IMG_9923 - Viren Viren.JPG,3.8200000000000003,5.64,34.6875,center_wear,LOW,High
IMG_9926 - Viren Viren.JPG,5.6525,7.83,63.3203125,center_wear,LOW,Medium
IMG_9930 - Viren Viren.JPG,6.07,8.09,69.84375,center_wear,LOW,Medium
IMG_9934 - Viren Viren.JPG,3.9375,5.71,36.52343749999999,center_wear,LOW,High
IMG_9938 - Viren Viren.JPG,7.49,9.38,92.03125000000001,even,LOW,Low
IMG_9942 - Viren Viren.JPG,7.4025,8.53,90.6640625,uneven_wear,LOW,Low
IMG_9946 - Viren Viren.JPG,7.9575,9.27,99.3359375,center_wear,LOW,Low
IMG_9950 - Viren Viren.JPG,8.1025,8.9,100.0,uneven_wear,LOW,Low
IMG_9954 - Viren Viren.JPG,4.073333333333333,6.45,38.64583333333333,uneven_wear,LOW,High
IMG_9957 - Viren Viren.JPG,3.9166666666666665,5.3,36.197916666666664,uneven_wear,LOW,High
IMG_9960 - Viren Viren.JPG,3.66,5.14,32.1875,uneven_wear,LOW,High
IMG_9963 - Viren Viren.JPG,3.7733333333333334,5.21,33.95833333333333,uneven_wear,LOW,High
IMG_9966 - Viren Viren.JPG,5.6425,7.43,63.16406250000001,uneven_wear,LOW,Medium
IMG_9970 - Viren Viren.JPG,1.655,3.85,0.859374999999999,center_wear,MODERATE,Immediate
IMG_9974 - Viren Viren.JPG,5.510000000000001,8.14,61.09375,even,LOW,Medium
IMG_9977 - Viren Viren.JPG,5.507499999999999,7.74,61.054687499999986,center_wear,LOW,Medium
IMG_9980 - Viren Viren.JPG,6.676666666666667,8.07,79.32291666666666,uneven_wear,LOW,Low
IMG_9983 - Viren Viren.JPG,4.385,6.34,43.51562499999999,center_wear,LOW,Medium
IMG_9986 - Viren Viren.JPG,6.739999999999999,8.91,80.31249999999997,even,LOW,Low
IMG_9989 - Viren Viren.JPG,7.3933333333333335,9.32,90.52083333333333,even,LOW,Low
IMG_9992 - Viren Viren.JPG,7.38,8.51,90.31249999999999,uneven_wear,LOW,Low
IMG_9995 - Viren Viren.JPG,6.239999999999999,8.6,72.49999999999997,even,LOW,Low
IMG_9998 - Viren Viren.JPG,6.293333333333333,8.63,73.33333333333333,even,LOW,Low
IMG_0002 - Viren Viren.JPG,6.956666666666667,8.25,83.69791666666667,uneven_wear,LOW,Low
IMG_0005 - Viren Viren.JPG,6.483333333333333,8.75,76.30208333333333,even,LOW,Low
IMG_0008 - Viren Viren.JPG,6.1066666666666665,7.72,70.41666666666664,uneven_wear,LOW,Low
IMG_0011 - Viren Viren.JPG,7.543333333333333,8.61,92.86458333333333,uneven_wear,LOW,Low
IMG_0014 - Viren Viren.JPG,7.43,9.34,91.09375,even,LOW,Low
IMG_0017 - Viren Viren.JPG,5.82,6.79,65.9375,uneven_wear,MODERATE,Medium
IMG_0020 - Viren Viren.JPG,3.135,5.61,23.984374999999993,even,LOW,High
IMG_0023 - Viren Viren.JPG,2.936666666666667,4.69,20.88541666666667,uneven_wear,MODERATE,High
IMG_0026 - Viren Viren.JPG,2.4425,4.78,13.164062499999996,center_wear,MODERATE,Immediate
IMG_0029 - Viren Viren.JPG,1.715,4.25,1.7968749999999998,even,MODERATE,Immediate
IMG_0032 - Viren Viren.JPG,6.846666666666667,8.18,81.97916666666666,uneven_wear,LOW,Low
IMG_0035 - Viren Viren.JPG,3.76,5.2,33.74999999999999,uneven_wear,LOW,High
IMG_0038 - Viren Viren.JPG,2.39,4.34,12.34375,uneven_wear,MODERATE,Immediate
