image_id,image_path,wear_class,wear_label,tread_depth_mm,feature_tread_spread,feature_center_edge_gap,crack_detected,groove_visible,surface_texture,confidence
IMG_8847 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8847 - Viren Viren.JPG,2,uneven_wear,4.7299999999999995,0.39,0.39,0,True,uneven,0.95
IMG_8850 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8850 - Viren Viren.JPG,2,uneven_wear,2.9574999999999996,0.3,0.395,0,True,uneven,0.95
IMG_8853 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8853 - Viren Viren.JPG,0,center_wear,4.753333333333333,0.5133333,0.5133333,0,True,uneven,0.95
IMG_8856 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8856 - Viren Viren.JPG,3,even,6.123333333333334,0.15666667,-0.15666667,0,True,smooth,0.95
IMG_8859[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8859[1] - Viren Viren.JPG,1,edge_wear,3.2099999999999995,0.73,-0.73,0,True,uneven,0.95
IMG_8862 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8862 - Viren Viren.JPG,1,edge_wear,3.3833333333333333,1.3066666,-1.3066666,0,True,uneven,0.95
IMG_8865 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8865 - Viren Viren.JPG,3,even,6.173333333333335,0.19666667,-0.19666667,0,True,smooth,0.95
IMG_8868 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8868 - Viren Viren.JPG,2,uneven_wear,4.696666666666666,0.45666668,0.45666668,0,True,uneven,0.95
IMG_8871 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8871 - Viren Viren.JPG,3,even,7.329999999999999,0.03,0.03,0,True,smooth,0.95
IMG_8874 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8874 - Viren Viren.JPG,0,center_wear,7.246666666666666,1.0766667,1.0766667,0,True,uneven,0.95
IMG_8877 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8877 - Viren Viren.JPG,2,uneven_wear,7.6000000000000005,0.48,-0.48,0,True,uneven,0.95
IMG_8880 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8880 - Viren Viren.JPG,0,center_wear,6.095,0.33,0.76,0,True,uneven,0.95
IMG_8884 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8884 - Viren Viren.JPG,0,center_wear,6.9975,0.35,1.065,0,True,uneven,0.95
IMG_8887 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8887 - Viren Viren.JPG,2,uneven_wear,7.045,0.2,0.29,0,True,uneven,0.95
IMG_8890 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8890 - Viren Viren.JPG,2,uneven_wear,7.3025,0.27,0.275,0,True,uneven,0.95
IMG_8893 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8893 - Viren Viren.JPG,3,even,7.2275,0.04,0.395,0,True,smooth,0.95
IMG_8896 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8896 - Viren Viren.JPG,0,center_wear,6.945,0.44,0.53,0,True,uneven,0.95
IMG_8899 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8899 - Viren Viren.JPG,3,even,7.202500000000001,0.21,0.315,0,True,smooth,0.95
IMG_8903 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8903 - Viren Viren.JPG,3,even,7.132499999999999,0.14,0.305,0,True,smooth,0.95
IMG_8906 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8906 - Viren Viren.JPG,2,uneven_wear,6.74,0.19,0.37,0,True,uneven,0.95
IMG_8909 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8909 - Viren Viren.JPG,3,even,7.262499999999999,0.01,0.355,0,True,smooth,0.95
IMG_8912 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8912 - Viren Viren.JPG,2,uneven_wear,6.9625,0.18,0.285,0,True,uneven,0.95
IMG_8916 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8916 - Viren Viren.JPG,3,even,6.905,0.23,0.12,0,True,smooth,0.95
IMG_8919 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8919 - Viren Viren.JPG,3,even,7.21,0.06,0.18,0,True,smooth,0.95
IMG_8781 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8781 - Viren Viren.JPG,3,even,6.676666666666667,0.17666666,0.17666666,0,True,smooth,0.95
IMG_8784 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8784 - Viren Viren.JPG,3,even,7.836666666666666,0.07666667,0.07666667,0,True,smooth,0.95
IMG_8787 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8787 - Viren Viren.JPG,2,uneven_wear,6.426666666666666,0.29666665,0.29666665,0,True,uneven,0.95
IMG_8790 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8790 - Viren Viren.JPG,0,center_wear,5.5,1.67,1.07,0,True,uneven,0.95
IMG_8793 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8793 - Viren Viren.JPG,0,center_wear,5.4875,1.23,0.825,0,True,uneven,0.95
IMG_8796 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8796 - Viren Viren.JPG,0,center_wear,2.3533333333333335,0.61333334,0.61333334,0,True,uneven,0.95
IMG_8799 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8799 - Viren Viren.JPG,0,center_wear,5.5625,0.28,1.225,0,True,uneven,0.95
IMG_8802 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8802 - Viren Viren.JPG,0,center_wear,6.0675,0.74,0.975,0,True,uneven,0.95
IMG_8805 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8805 - Viren Viren.JPG,2,uneven_wear,2.3866666666666667,0.24666667,0.24666667,0,True,uneven,0.95
IMG_8808 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8808 - Viren Viren.JPG,3,even,3.06,0.16,0.16,0,True,smooth,0.95
IMG_8811 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8811 - Viren Viren.JPG,3,even,2.8699999999999997,0.31,0.31,0,True,smooth,0.95
IMG_8814 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8814 - Viren Viren.JPG,2,uneven_wear,5.336666666666666,0.32333332,-0.32333332,0,True,uneven,0.95
IMG_8817 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8817 - Viren Viren.JPG,2,uneven_wear,1.7433333333333332,0.20666666,-0.20666666,0,True,uneven,0.95
IMG_8820 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8820 - Viren Viren.JPG,2,uneven_wear,5.6066666666666665,0.15333334,-0.15333334,0,True,uneven,0.95
IMG_8939 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8939 - Viren Viren.JPG,3,even,4.1175,0.19,0.285,0,True,smooth,0.95
IMG_8942 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8942 - Viren Viren.JPG,2,uneven_wear,4.1925,0.18,0.365,0,True,uneven,0.95
IMG_8945 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8945 - Viren Viren.JPG,3,even,4.1275,0.22,0.235,0,True,smooth,0.95
IMG_8948 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8948 - Viren Viren.JPG,2,uneven_wear,4.41,0.48,0.24,0,True,uneven,0.95
IMG_8951 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8951 - Viren Viren.JPG,3,even,6.080000000000001,0.05,0.05,0,True,smooth,0.95
IMG_8954 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8954 - Viren Viren.JPG,0,center_wear,6.376666666666666,0.50666666,0.50666666,0,True,uneven,0.95
IMG_8957 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8957 - Viren Viren.JPG,2,uneven_wear,6.316666666666666,0.14333333,-0.14333333,0,True,uneven,0.95
IMG_8960 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8960 - Viren Viren.JPG,3,even,6.286666666666666,0.15666667,0.15666667,0,True,smooth,0.95
IMG_8963 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8963 - Viren Viren.JPG,2,uneven_wear,3.4275,0.51,-0.375,0,True,uneven,0.95
IMG_8966 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8966 - Viren Viren.JPG,3,even,5.6425,0.33,0.135,0,True,smooth,0.95
IMG_8969 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8969 - Viren Viren.JPG,2,uneven_wear,5.2425,0.56,-0.175,0,True,uneven,0.95
IMG_8972 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8972 - Viren Viren.JPG,3,even,3.5325,0.08,-0.135,0,True,smooth,0.95
IMG_8975 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8975 - Viren Viren.JPG,3,even,5.443333333333334,0.05666667,-0.05666667,0,True,smooth,0.95
IMG_8978 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8978 - Viren Viren.JPG,3,even,6.086666666666667,0.17666666,0.17666666,0,True,smooth,0.95
IMG_8981 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8981 - Viren Viren.JPG,3,even,5.963333333333334,0.20333333,0.20333333,0,True,smooth,0.95
IMG_8984 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8984 - Viren Viren.JPG,2,uneven_wear,5.760000000000001,0.31,0.31,0,True,uneven,0.95
IMG_8987 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8987 - Viren Viren.JPG,1,edge_wear,5.54,0.42,-1.4,0,True,uneven,0.95
IMG_8990 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8990 - Viren Viren.JPG,0,center_wear,1.8833333333333335,0.56333333,0.56333333,0,True,uneven,0.95
IMG_8993 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8993 - Viren Viren.JPG,3,even,4.013333333333333,0.036666665,-0.036666665,0,True,smooth,0.95
IMG_8996 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8996 - Viren Viren.JPG,3,even,6.057499999999999,0.13,0.085,0,True,smooth,0.95
IMG_8999 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_8999 - Viren Viren.JPG,0,center_wear,4.6450000000000005,0.16,0.55,0,True,uneven,0.95
IMG_9003 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9003 - Viren Viren.JPG,0,center_wear,4.7375,0.11,0.625,0,True,uneven,0.95
IMG_9006 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9006 - Viren Viren.JPG,0,center_wear,4.8774999999999995,0.57,0.545,0,True,uneven,0.95
IMG_9009 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9009 - Viren Viren.JPG,2,uneven_wear,4.825,0.44,0.31,0,True,uneven,0.95
IMG_9012 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9012 - Viren Viren.JPG,0,center_wear,5.1850000000000005,0.31,0.82,0,True,uneven,0.95
IMG_9015 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9015 - Viren Viren.JPG,0,center_wear,5.28,0.61,0.75,0,True,uneven,0.95
IMG_9018 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9018 - Viren Viren.JPG,0,center_wear,5.71,0.04,0.7,0,True,uneven,0.95
IMG_9021 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9021 - Viren Viren.JPG,3,even,3.36,0.24,-0.24,0,True,smooth,0.95
IMG_9024 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9024 - Viren Viren.JPG,3,even,3.286666666666667,0.22666667,0.22666667,0,True,smooth,0.95
IMG_9027 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9027 - Viren Viren.JPG,1,edge_wear,2.4966666666666666,0.5733333,-0.5733333,0,True,uneven,0.95
IMG_9030 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9030 - Viren Viren.JPG,3,even,5.096666666666667,0.046666667,0.046666667,0,True,smooth,0.95
IMG_9033 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9033 - Viren Viren.JPG,2,uneven_wear,4.636666666666667,0.26666668,0.26666668,0,True,uneven,0.95
IMG_9036 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9036 - Viren Viren.JPG,3,even,5.026666666666667,0.14666666,0.14666666,0,True,smooth,0.95
IMG_9039 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9039 - Viren Viren.JPG,3,even,4.890000000000001,0.06,-0.06,0,True,smooth,0.95
IMG_9042 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9042 - Viren Viren.JPG,0,center_wear,6.415,0.33,0.82,0,True,uneven,0.95
IMG_9045 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9045 - Viren Viren.JPG,0,center_wear,6.54,0.21,0.77,0,True,uneven,0.95
IMG_9048 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9048 - Viren Viren.JPG,0,center_wear,7.0475,0.26,0.855,0,True,uneven,0.95
IMG_9051 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9051 - Viren Viren.JPG,0,center_wear,6.952500000000001,0.19,0.755,0,True,uneven,0.95
IMG_9054 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9054 - Viren Viren.JPG,3,even,3.8475,0.28,0.115,0,True,smooth,0.95
IMG_9057 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9057 - Viren Viren.JPG,0,center_wear,3.125,0.18,0.69,0,True,uneven,0.95
IMG_9060 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9060 - Viren Viren.JPG,3,even,3.8899999999999997,0.49,0.19,0,True,smooth,0.95
IMG_9063 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9063 - Viren Viren.JPG,3,even,4.32,0.23,0.09,0,True,smooth,0.95
IMG_9066 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9066 - Viren Viren.JPG,2,uneven_wear,7.0375,0.34,0.455,0,True,uneven,0.95
IMG_9069 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9069 - Viren Viren.JPG,3,even,6.7725,0.19,0.355,0,True,smooth,0.95
IMG_9072 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9072 - Viren Viren.JPG,2,uneven_wear,6.9175,0.44,0.475,0,True,uneven,0.95
IMG_9075 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9075 - Viren Viren.JPG,0,center_wear,6.2625,0.06,0.725,0,True,uneven,0.95
IMG_9079 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9079 - Viren Viren.JPG,2,uneven_wear,3.4299999999999997,0.43,-0.43,0,True,uneven,0.95
IMG_9084 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9084 - Viren Viren.JPG,3,even,2.69,0.22,0.22,0,True,smooth,0.95
IMG_9087 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9087 - Viren Viren.JPG,3,even,3.736666666666667,0.033333335,-0.033333335,0,True,smooth,0.95
IMG_9090 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9090 - Viren Viren.JPG,2,uneven_wear,4.4366666666666665,0.053333335,-0.053333335,0,True,uneven,0.95
IMG_9094 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9094 - Viren Viren.JPG,5,critical_wear,0.33,0.13,0.13,0,True,uneven,0.95
IMG_9097 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9097 - Viren Viren.JPG,3,even,3.8366666666666664,0.14333333,-0.14333333,0,True,smooth,0.95
IMG_9101 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9101 - Viren Viren.JPG,3,even,5.6499999999999995,0.01,-0.01,0,True,smooth,0.95
IMG_9104 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9104 - Viren Viren.JPG,3,even,5.6499999999999995,0.15,-0.15,0,True,smooth,0.95
IMG_9107 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9107 - Viren Viren.JPG,3,even,5.493333333333333,0.20333333,0.20333333,0,True,smooth,0.95
IMG_9110 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9110 - Viren Viren.JPG,0,center_wear,3.055,0.72,0.73,0,True,uneven,0.95
IMG_9113 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9113 - Viren Viren.JPG,5,critical_wear,1.2325,1.14,-0.555,0,True,uneven,0.95
IMG_9116 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9116 - Viren Viren.JPG,3,even,4.65,0.1,0.1,0,True,smooth,0.95
IMG_9119 - Viren Viren.JPG,,2,uneven_wear,4.926666666666667,0.32666665,0.32666665,0,False,uneven,0.35
IMG_9123 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9123 - Viren Viren.JPG,2,uneven_wear,5.2,0.07,0.07,0,True,uneven,0.95
IMG_9126 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9126 - Viren Viren.JPG,2,uneven_wear,5.366666666666667,0.23666666,0.23666666,0,True,uneven,0.95
IMG_9129 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9129 - Viren Viren.JPG,3,even,5.760000000000001,0.1,0.1,0,True,smooth,0.95
IMG_9132 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9132 - Viren Viren.JPG,0,center_wear,4.076666666666667,0.7266667,0.7266667,0,True,uneven,0.95
IMG_9135 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9135 - Viren Viren.JPG,2,uneven_wear,4.38,0.25,0.25,0,True,uneven,0.95
IMG_9138 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9138 - Viren Viren.JPG,0,center_wear,4.87,0.64,0.64,0,True,uneven,0.95
IMG_9200 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9200 - Viren Viren.JPG,1,edge_wear,3.8125,0.59,-0.705,0,True,uneven,0.95
IMG_9301 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9301 - Viren Viren.JPG,0,center_wear,5.5,0.35,0.65,0,True,uneven,0.95
IMG_9304 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9304 - Viren Viren.JPG,5,critical_wear,0.825,0.32,0.65,0,True,uneven,0.95
IMG_9307 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9307 - Viren Viren.JPG,5,critical_wear,0.6399999999999999,0.32,0.22,0,True,uneven,0.95
IMG_9310 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9310 - Viren Viren.JPG,0,center_wear,6.890000000000001,0.45,0.85,0,True,uneven,0.95
IMG_9314 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9314 - Viren Viren.JPG,3,even,6.507499999999999,0.39,0.005,0,True,smooth,0.95
IMG_9317 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9317 - Viren Viren.JPG,0,center_wear,7.049999999999999,0.38,0.7,0,True,uneven,0.95
IMG_9320 - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\tread_images\IMG_9320 - Viren Viren.JPG,0,center_wear,6.865,0.11,0.7,0,True,uneven,0.95
