image_id,sidewall_image_path,brand_raw,brand_cleaned,tire_size_raw,tire_size_cleaned,manufacture_week,manufacture_year,ocr_confidence
IMG_7496[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7497[1] - Viren Viren.JPG,Bridgestone,Bridgestone,175/65 R14,175/65 R14,2.0,2020.0,0.95
IMG_7499[2] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7500[1] - Viren Viren.JPG,Bridgestone,Bridgestone,175/65 R14,175/65 R14,19.0,2028.0,0.95
IMG_7502[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7503[2] - Viren Viren.JPG,Bridgestone,Bridgestone,175/65 R14,175/65 R14,19.0,2023.0,0.95
IMG_7509[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7510[1] - Viren Viren.JPG,Bridgestone,Bridgestone,175/65 R14,175/65 R14,19.0,2023.0,0.95
IMG_7512[1] - 25cp08 tyre.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7513[1] - 25cp08 tyre.JPG,MRF,MRF,165/80 R14,165/80 R14,29.0,2024.0,0.95
IMG_7515[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7516[1] - Viren Viren.JPG,MRF,MRF,165/80 R14,165/80 R14,29.0,2024.0,0.95
IMG_7518[1] - 25cp08 tyre.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7519[1] - 25cp08 tyre.JPG,Apollo,Apollo,165/80 R14,165/80 R14,50.0,2017.0,0.95
IMG_7524 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7525 - Ubaid Elahi Baba.jpeg,JK Tyre,JK Tyre,145/80 R13,145/80 R13,45.0,2023.0,0.95
IMG_7527 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7528 - Ubaid Elahi Baba.jpeg,JK Tyre,JK Tyre,145/80 R13,145/80 R13,45.0,2023.0,0.95
IMG_7530 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7531 - Ubaid Elahi Baba.jpeg,JK Tyre,JK Tyre,145/80 R13,145/80 R13,45.0,2023.0,0.95
IMG_7533 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7534 - Ubaid Elahi Baba.jpeg,JK Tyre,JK Tyre,155/80 R13,155/80 R13,18.0,2022.0,0.95
IMG_7536 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7537 - Ubaid Elahi Baba.jpeg,JK Tyre,JK Tyre,155/80 R13,155/80 R13,2.0,2022.0,0.95
IMG_7539 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7540 - Ubaid Elahi Baba.jpeg,JK Tyre,JK Tyre,155/80 R13,155/80 R13,18.0,2022.0,0.95
IMG_7542 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7543 - Ubaid Elahi Baba.jpeg,JK Tyre,JK Tyre,155/80 R13,155/80 R13,18.0,2022.0,0.95
IMG_7546 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7547 - Ubaid Elahi Baba.jpeg,MRF,MRF,165/80 R14,165/80 R14,2.0,2019.0,0.95
IMG_7549 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7550 - Ubaid Elahi Baba.jpeg,MRF,MRF,165/80 R14,165/80 R14,24.0,2019.0,0.95
IMG_7552 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7553 - Ubaid Elahi Baba.jpeg,MRF,MRF,165/80 R14,165/80 R14,2.0,2019.0,0.95
IMG_7555 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7556 - Ubaid Elahi Baba.jpeg,MRF,MRF,165/80 R14,165/80 R14,2.0,2019.0,0.95
IMG_7558 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_7559 - Ubaid Elahi Baba.jpeg,Goodyear,Goodyear,195/55 R16,195/55 R16,47.0,2021.0,0.95
IMG_7561 - Ubaid Elahi Baba.jpeg,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_7562 - Ubaid Elahi Baba.jpeg,Goodyear,Goodyear,195/55 R16,195/55 R16,47.0,2021.0,0.95
IMG_7561[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_7562[1] - Viren Viren.JPG,Goodyear,Goodyear,195/55 R16,195/55 R16,47.0,2021.0,0.95
IMG_7564[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_7565[1] - Viren Viren.JPG,Goodyear,Goodyear,195/55 R16,195/55 R16,47.0,2021.0,0.95
IMG_7567[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_7568[1] - Viren Viren.JPG,Goodyear,Goodyear,195/55 R16,195/55 R16,47.0,2021.0,0.95
IMG_7570[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7571[1] - Viren Viren.JPG,Apollo,Apollo,165/70 R14,165/70 R14,46.0,2025.0,0.95
IMG_7573[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7574[1] - Viren Viren.JPG,Apollo,Apollo,165/70 R14,165/70 R14,46.0,2025.0,0.95
IMG_7576[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7577[1] - Viren Viren.JPG,Apollo,Apollo,165/70 R14,165/70 R14,46.0,2025.0,0.95
IMG_7579[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7580[1] - Viren Viren.JPG,Apollo,Apollo,165/70 R14,165/70 R14,46.0,2025.0,0.95
IMG_7582[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7583[1] - Viren Viren.JPG,Apollo,Apollo,195/55 R16,195/55 R16,8.0,2022.0,0.95
IMG_7585[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7586[1] - Viren Viren.JPG,Apollo,Apollo,195/55 R16,195/55 R16,8.0,2022.0,0.95
IMG_7588[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7589[1] - Viren Viren.JPG,Apollo,Apollo,195/55 R16,195/55 R16,8.0,2022.0,0.95
IMG_7591[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7592[1] - Viren Viren.JPG,Apollo,Apollo,195/55 R16,195/55 R16,8.0,2022.0,0.95
IMG_7594[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7595[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,46.0,2025.0,0.95
IMG_7597[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7598[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,46.0,2025.0,0.95
IMG_7600[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7601[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,46.0,2025.0,0.95
IMG_7603[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_7604[1] - Viren Viren.JPG,JK Tyre,JK Tyre,215/55 R18,215/55 R18,46.0,2025.0,0.95
IMG_7879[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7880[1] - Viren Viren.JPG,Apollo,Apollo,165/65 R14,165/65 R14,22.0,2018.0,0.95
IMG_7882[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7883[1] - Viren Viren.JPG,Apollo,Apollo,165/65 R14,165/65 R14,22.0,2018.0,0.95
IMG_7885[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7886[1] - Viren Viren.JPG,Apollo,Apollo,165/65 R14,165/65 R14,22.0,2018.0,0.95
IMG_7888[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7889[1] - Viren Viren.JPG,Apollo,Apollo,165/65 R14,165/65 R14,22.0,2018.0,0.95
IMG_7891[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_7892[1] - Viren Viren.JPG,Goodyear,Goodyear,215/60 R16,215/60 R16,17.0,2023.0,0.95
IMG_7897[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_7898[1] - Viren Viren.JPG,Goodyear,Goodyear,215/60 R16,215/60 R16,17.0,2023.0,0.95
IMG_7900[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_7901[1] - Viren Viren.JPG,Goodyear,Goodyear,215/60 R16,215/60 R16,17.0,2023.0,0.95
IMG_7903[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7904[1] - Viren Viren.JPG,MRF,MRF,185/65 R14,185/65 R14,35.0,2017.0,0.95
IMG_7906[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7907[1] - Viren Viren.JPG,MRF,MRF,185/65 R14,185/65 R14,42.0,2017.0,0.95
IMG_7909[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7910[1] - Viren Viren.JPG,MRF,MRF,185/65 R14,185/65 R14,42.0,2017.0,0.95
IMG_7912[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_7913[1] - Viren Viren.JPG,MRF,MRF,185/65 R14,185/65 R14,42.0,2017.0,0.95
IMG_7915[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7916[1] - Viren Viren.JPG,Bridgestone,Bridgestone,155/65 R14,155/65 R14,14.0,2017.0,0.95
IMG_7918[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7919[1] - Viren Viren.JPG,Apollo,Apollo,155/65 R14,155/65 R14,45.0,2013.0,0.95
IMG_7921[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7922[1] - Viren Viren.JPG,Bridgestone,Bridgestone,155/65 R14,155/65 R14,,,0.95
IMG_7924[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7925[1] - Viren Viren.JPG,Bridgestone,Bridgestone,155/65 R14,155/65 R14,,,0.95
IMG_7927[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7928[1] - Viren Viren.JPG,Bridgestone,Bridgestone,175/65 R15,175/65 R15,17.0,2024.0,0.95
IMG_7930[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7931[1] - Viren Viren.JPG,Bridgestone,Bridgestone,175/65 R15,175/65 R15,17.0,2024.0,0.95
IMG_7933[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7934[1] - Viren Viren.JPG,Bridgestone,Bridgestone,175/65 R15,175/65 R15,17.0,2024.0,0.95
IMG_7936[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7937[1] - Viren Viren.JPG,Bridgestone,Bridgestone,175/65 R15,175/65 R15,49.0,2022.0,0.95
IMG_7939[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7940[1] - Viren Viren.JPG,Bridgestone,Bridgestone,165/80 R14,165/80 R14,11.0,2023.0,0.95
IMG_7942[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7943[1] - Viren Viren.JPG,Bridgestone,Bridgestone,165/80 R14,165/80 R14,11.0,2023.0,0.95
IMG_7945[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7946[1] - Viren Viren.JPG,Bridgestone,Bridgestone,165/80 R14,165/80 R14,11.0,2023.0,0.95
IMG_7948[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Bridgestone\IMG_7949[1] - Viren Viren.JPG,Bridgestone,Bridgestone,165/80 R14,165/80 R14,11.0,2023.0,0.95
IMG_7951[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7952[1] - Viren Viren.JPG,Apollo,Apollo,155/70 R13,155/70 R13,2.0,2018.0,0.95
IMG_7954[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7955[1] - Viren Viren.JPG,Apollo,Apollo,155/70 R13,155/70 R13,6.0,2018.0,0.95
IMG_7957[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7958[1] - Viren Viren.JPG,Apollo,Apollo,155/70 R13,155/70 R13,23.0,2023.0,0.95
IMG_7960[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_7961[1] - Viren Viren.JPG,Apollo,Apollo,155/70 R13,155/70 R13,12.0,2023.0,0.95
IMG_8169[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8168[1] - Viren Viren.JPG,MRF,MRF,215/60 R16,215/60 R16,50.0,2024.0,0.95
IMG_8172[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8171[1] - Viren Viren.JPG,MRF,MRF,215/60 R16,215/60 R16,50.0,2024.0,0.95
IMG_8175[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8174[1] - Viren Viren.JPG,MRF,MRF,215/60 R16,215/60 R16,50.0,2024.0,0.95
IMG_8178[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8177[1] - Viren Viren.JPG,Apollo,Apollo,215/60 R17,215/60 R17,25.0,2023.0,0.95
IMG_8181[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8180[1] - Viren Viren.JPG,Apollo,Apollo,215/60 R17,215/60 R17,24.0,2023.0,0.95
IMG_8187[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8186[1] - Viren Viren.JPG,Apollo,Apollo,215/60 R17,215/60 R17,25.0,2023.0,0.95
IMG_8197[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8196[1] - Viren Viren.JPG,Goodyear,Goodyear,155/80 R13,155/80 R13,,,0.95
IMG_8200[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Toyo\IMG_8199[1] - Viren Viren.JPG,Toyo,Toyo,155/80 R13,155/80 R13,,,0.95
IMG_8203[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Kelly\IMG_8202[1] - Viren Viren.JPG,Kelly,Kelly,155/80 R13,155/80 R13,24.0,2025.0,0.95
IMG_8207[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8206[1] - Viren Viren.JPG,Apollo,Apollo,145/80 R12,145/80 R12,,,0.95
IMG_8210[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Dunlop\IMG_8209[1] - Viren Viren.JPG,Dunlop,Dunlop,145/80 R12,145/80 R12,51.0,2011.0,0.95
IMG_8214[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8213[1] - Viren Viren.JPG,Apollo,Apollo,145/80 R12,145/80 R12,51.0,2011.0,0.95
IMG_8217[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Dunlop\IMG_8216[1] - Viren Viren.JPG,Dunlop,Dunlop,145/80 R12,145/80 R12,51.0,2011.0,0.95
IMG_8221[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8220[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,37.0,2024.0,0.95
IMG_8224[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8223[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,37.0,2024.0,0.95
IMG_8227[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8226[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,37.0,2024.0,0.95
IMG_8231[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8229[1] - Viren Viren.JPG,Apollo,Apollo,185/65 R15,185/65 R15,37.0,2024.0,0.95
IMG_8234[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8233[1] - Viren Viren.JPG,Goodyear,Goodyear,215/60 R16,215/60 R16,41.0,2073.0,0.95
IMG_8237[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8236[1] - Viren Viren.JPG,Goodyear,Goodyear,215/60 R16,215/60 R16,29.0,2023.0,0.95
IMG_8240[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8239[1] - Viren Viren.JPG,Goodyear,Goodyear,215/60 R16,215/60 R16,29.0,2023.0,0.95
IMG_8243[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Goodyear\IMG_8242[1] - Viren Viren.JPG,Goodyear,Goodyear,215/60 R16,215/60 R16,41.0,2073.0,0.95
IMG_8246[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8245[1] - Viren Viren.JPG,MRF,MRF,185/70 R14,185/70 R14,35.0,2024.0,0.95
IMG_8250[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8249[1] - Viren Viren.JPG,MRF,MRF,185/70 R14,185/70 R14,35.0,2024.0,0.95
IMG_8253[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8252[1] - Viren Viren.JPG,MRF,MRF,185/70 R14,185/70 R14,35.0,2024.0,0.95
IMG_8277[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8276[1] - Viren Viren.JPG,MRF,MRF,185/65 R15,185/65 R15,,,0.95
IMG_8280[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8279[1] - Viren Viren.JPG,CEAT,CEAT,185/65 R15,185/65 R15,41.0,2023.0,0.95
IMG_8283[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8282[1] - Viren Viren.JPG,CEAT,CEAT,185/65 R15,185/65 R15,41.0,2023.0,0.95
IMG_8286[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\JK Tyre\IMG_8285[1] - Viren Viren.JPG,JK Tyre,JK Tyre,145/80 R12,145/80 R12,1.0,2038.0,0.95
IMG_8289[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8288[1] - Viren Viren.JPG,CEAT,CEAT,145/80 R12,145/80 R12,39.0,2016.0,0.95
IMG_8292[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8291[1] - Viren Viren.JPG,Apollo,Apollo,145/80 R12,145/80 R12,32.0,2015.0,0.95
IMG_8295[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\MRF\IMG_8294[1] - Viren Viren.JPG,MRF,MRF,145/80 R12,145/80 R12,48.0,2015.0,0.95
IMG_8298[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8297[1] - Viren Viren.JPG,Apollo,Apollo,145/80 R13,145/80 R13,27.0,2025.0,0.95
IMG_8301[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8300[1] - Viren Viren.JPG,Apollo,Apollo,145/80 R13,145/80 R13,27.0,2025.0,0.95
IMG_8304[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8303[1] - Viren Viren.JPG,Apollo,Apollo,145/80 R13,145/80 R13,14.0,2025.0,0.95
IMG_8307[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\Apollo\IMG_8306[1] - Viren Viren.JPG,Apollo,Apollo,145/80 R13,145/80 R13,53.0,2004.0,0.95
IMG_8310[1] - Viren Viren.JPG,C:\Users\user\OneDrive\Desktop\New folder (2)\New folder\smart-tire-analyzer\dataset\raw\sidewall_images\CEAT\IMG_8309[1] - Viren Viren.JPG,CEAT,CEAT,145/80 R12,145/80 R12,32.0,2024.0,0.95
